aX,aY,aZ,gX,gY,gZ
0.671,-0.325,-0.650,-3.479,-19.836,-23.682
0.924,-0.337,-0.590,0.854,-13.733,-26.367
0.902,-0.314,-0.598,12.512,-13.611,-20.020
0.903,-0.168,-0.529,20.142,-10.742,-12.268
0.907,-0.042,-0.488,22.705,-7.568,-2.319
0.894,0.044,-0.469,20.935,-6.042,6.958
0.898,0.114,-0.470,18.982,-3.174,11.780
0.888,0.152,-0.472,20.569,-0.916,10.620
0.909,0.149,-0.462,25.574,-0.427,7.935
0.923,0.144,-0.476,29.541,-1.221,7.751
0.924,0.118,-0.462,31.921,-2.625,10.681
0.907,0.104,-0.436,33.264,-4.028,17.334
0.928,0.096,-0.419,32.227,-3.418,25.940
0.959,0.062,-0.397,29.785,-1.465,32.898
0.965,0.036,-0.364,26.794,0.854,38.025
0.954,-0.014,-0.355,20.569,7.385,42.847
0.954,-0.042,-0.343,14.587,19.653,44.861
0.902,-0.092,-0.422,12.329,31.799,50.537
0.833,-0.093,-0.490,14.038,41.260,51.636
0.745,-0.117,-0.531,21.667,47.241,48.584
0.673,-0.125,-0.554,32.837,50.720,45.471
0.638,-0.065,-0.531,46.692,53.589,40.833
0.650,-0.091,-0.490,61.584,52.490,38.635
0.655,-0.173,-0.493,68.848,47.302,47.485
0.650,-0.249,-0.506,67.505,40.405,65.979
0.640,-0.299,-0.532,63.538,32.715,90.210
0.616,-0.367,-0.550,59.021,26.367,115.417
0.589,-0.359,-0.541,54.626,26.062,137.634
0.532,-0.237,-0.560,56.396,35.217,151.062
0.447,-0.102,-0.568,72.021,48.462,149.109
0.364,0.017,-0.549,96.802,61.951,134.155
0.300,0.124,-0.520,120.239,73.425,117.004
0.298,0.290,-0.477,136.658,81.665,101.013
0.345,0.334,-0.427,146.729,83.862,89.417
0.393,0.252,-0.422,146.179,79.529,88.989
0.391,0.107,-0.473,136.536,71.350,101.868
0.329,-0.045,-0.549,127.869,60.608,124.695
0.199,-0.143,-0.626,127.930,48.889,152.893
0.003,-0.097,-0.668,136.963,34.790,181.946
-0.166,-0.065,-0.677,154.114,20.508,208.008
-0.338,0.025,-0.615,178.284,6.897,224.976
-0.499,0.250,-0.498,204.895,-2.991,234.192
-0.459,0.421,-0.391,226.501,-4.028,238.770
-0.358,0.546,-0.234,240.662,-2.014,235.535
-0.276,0.804,-0.046,250.000,-1.770,228.210
-0.158,0.941,0.061,248.047,-2.686,227.600
-0.067,0.882,0.102,224.365,-3.418,226.929
-0.098,0.769,0.095,193.726,-2.136,218.994
-0.249,0.627,0.038,186.035,-0.793,208.984
-0.389,0.459,0.001,200.195,-0.122,200.562
-0.456,0.269,0.015,224.121,0.916,193.542
-0.547,0.120,0.104,254.761,0.305,189.514
-0.684,0.062,0.249,293.396,-5.371,193.420
-0.815,0.214,0.601,330.505,-12.756,212.769
-0.811,0.771,0.792,345.764,-12.451,257.629
-0.698,1.180,1.006,326.721,-1.892,307.861
-0.661,1.459,1.232,277.527,15.808,318.481
-0.648,1.715,1.313,237.000,38.086,294.922
-0.610,1.760,1.263,216.980,59.937,245.117
-0.557,1.557,1.199,197.815,74.341,179.810
-0.536,1.244,1.158,184.082,83.618,127.075
-0.510,0.895,1.070,173.218,90.393,95.520
-0.381,0.523,1.015,168.457,106.140,83.252
-0.314,0.258,1.009,175.049,119.507,87.097
-0.342,0.145,1.037,197.021,126.282,103.027
-0.363,0.135,1.096,232.178,126.404,123.596
-0.478,0.146,1.148,258.667,114.563,160.706
-0.660,0.310,1.275,258.118,98.694,207.336
-0.715,0.531,1.328,226.868,90.515,250.854
-0.788,0.652,1.292,190.247,85.510,277.100
-0.763,0.676,1.233,166.931,87.402,273.987
-0.670,0.638,1.243,160.645,99.121,250.000
-0.526,0.595,1.294,166.321,115.662,217.224
-0.392,0.465,1.389,175.537,132.080,186.890
-0.272,0.406,1.488,179.810,151.062,170.898

-0.545,0.538,1.843,157.410,146.667,194.763
-0.632,0.604,1.874,117.371,153.320,179.260
-0.693,0.501,1.791,87.891,160.706,154.236
-0.810,0.301,1.678,74.463,169.556,119.019
-0.913,0.106,1.544,82.153,179.504,78.674
-0.832,-0.023,1.470,102.844,195.923,49.927
-0.730,-0.032,1.382,123.840,203.247,41.687
-0.628,-0.054,1.323,137.817,189.819,48.889
-0.580,-0.212,1.213,134.583,165.710,61.951
-0.479,-0.218,1.148,125.488,150.269,64.819
-0.344,-0.161,1.093,126.038,137.024,71.045
-0.222,-0.168,1.095,128.662,122.437,80.872
-0.167,-0.079,1.112,120.667,114.807,92.041
-0.142,0.075,1.114,102.783,118.530,99.060
-0.166,0.151,1.111,89.539,128.418,93.506
-0.341,0.217,1.155,78.247,136.963,75.195
-0.607,0.283,1.162,66.589,135.681,52.307
-0.891,0.323,1.061,56.946,122.742,30.579
-1.058,0.330,0.937,52.002,101.318,8.850
-1.086,0.183,0.883,47.729,73.975,-5.188
-0.987,0.060,0.784,42.725,48.706,-7.141
-0.809,-0.108,0.666,36.011,19.287,-0.854
-0.636,-0.265,0.581,14.832,-14.099,14.038
-0.498,-0.242,0.674,-16.174,-43.945,35.034
-0.309,-0.188,0.708,-19.897,-53.894,50.476
-0.132,-0.137,0.737,-3.174,-47.546,53.101
-0.055,-0.100,0.759,8.728,-33.997,44.434
-0.043,-0.077,0.777,17.822,-17.029,24.170
-0.078,-0.100,0.804,26.917,-2.930,0.183
-0.233,-0.169,0.831,31.006,5.066,-16.174
-0.150,-0.179,0.911,28.381,8.911,-33.325
-0.293,-0.183,0.995,25.146,-3.723,-39.124
-0.285,-0.202,1.074,13.184,-23.560,-27.649
-0.222,-0.187,1.177,-9.644,-43.091,-14.893
-0.168,-0.110,1.267,-36.865,-57.007,-4.639
-0.077,-0.096,1.336,-57.129,-60.547,-3.662
0.005,-0.139,1.375,-68.665,-53.772,-6.226
0.017,-0.168,1.385,-71.777,-39.917,-9.033
-0.029,-0.199,1.342,-68.237,-20.996,-12.146
-0.067,-0.221,1.290,-60.974,-4.150,-20.630
-0.213,-0.243,1.238,-56.396,1.892,-29.297
-0.345,-0.250,1.217,-56.946,-0.488,-31.311
-0.449,-0.224,1.221,-62.378,-9.949,-27.344
-0.495,-0.186,1.244,-72.205,-21.545,-18.555
-0.505,-0.117,1.283,-82.581,-31.860,-12.268
-0.517,-0.060,1.314,-89.905,-44.861,-7.568
-0.547,-0.014,1.340,-99.060,-59.143,-3.662
-0.553,-0.000,1.356,-116.516,-72.510,-1.526
-0.530,0.050,1.265,-134.155,-87.585,-5.066
-0.651,-0.014,1.303,-145.752,-101.196,-18.921
-0.697,0.004,1.233,-150.269,-112.915,-26.611
-0.731,-0.014,1.195,-150.208,-126.099,-29.297
-0.779,-0.021,1.166,-153.687,-142.883,-26.611
-0.845,-0.041,1.091,-163.696,-165.710,-19.470
-0.918,-0.059,1.075,-172.058,-186.951,-11.719
-0.813,-0.032,1.074,-168.701,-202.454,-4.272
-0.670,-0.060,1.026,-151.550,-219.421,-7.019
-0.609,-0.131,1.058,-147.644,-245.178,-21.851
-0.708,-0.060,1.109,-166.565,-279.175,-33.386
-0.818,0.187,1.158,-189.880,-306.824,-34.302
-0.844,0.308,1.278,-192.322,-320.007,-29.785
-0.889,0.426,1.317,-192.200,-334.717,-30.151
-0.964,0.492,1.304,-200.745,-349.792,-36.804
-0.905,0.481,1.328,-206.421,-354.614,-52.734
-0.746,0.482,1.365,-208.374,-354.004,-73.181
-0.650,0.454,1.425,-203.552,-345.032,-98.511
-0.635,0.401,1.425,-182.800,-319.336,-119.141
-0.620,0.492,1.365,-150.879,-284.241,-136.169
-0.683,0.510,1.299,-126.038,-257.996,-145.569
-0.893,0.623,1.094,-120.544,-247.681,-148.682
-1.100,0.668,0.926,-120.911,-241.760,-155.151
-1.281,0.784,0.713,-126.282,-242.920,-160.828
-1.459,0.951,0.484,-132.507,-253.296,-165.710
-1.531,0.883,0.237,-131.653,-268.616,-170.105
-1.609,1.049,0.037,-127.563,-287.598,-171.692
-1.509,1.192,-0.130,-122.559,-304.077,-180.969
-1.350,1.061,-0.102,-118.591,-327.271,-212.646
-1.184,0.690,0.129,-120.972,-353.027,-239.197
-0.948,0.484,0.271,-121.643,-364.258,-231.384
-0.747,0.413,0.352,-125.305,-364.990,-209.351
-0.649,0.451,0.404,-127.686,-360.840,-190.491
-0.564,0.448,0.390,-116.333,-349.426,-172.241
-0.555,0.463,0.338,-95.520,-330.688,-158.630
-0.539,0.621,0.243,-62.622,-304.199,-156.433
-0.525,0.640,0.177,-28.870,-276.001,-160.889
-0.515,0.653,0.165,-13.306,-253.052,-165.771
-0.596,0.707,0.205,-10.742,-234.802,-172.546
-0.647,0.979,0.334,-11.902,-212.708,-185.791
-0.637,1.174,0.520,-14.160,-186.096,-198.914
-0.627,1.345,0.658,-30.945,-163.696,-211.304
-0.659,1.482,0.760,-59.326,-147.583,-225.403
-0.725,1.513,0.798,-89.539,-134.338,-235.718
-0.842,1.507,0.873,-130.310,-129.272,-243.530
-0.993,1.387,0.955,-177.490,-126.099,-251.465
-1.041,1.091,0.891,-210.754,-114.624,-264.099
-1.118,0.790,0.680,-222.351,-97.229,-282.837
-1.081,0.536,0.485,-202.026,-72.754,-301.147
-0.892,0.385,0.324,-156.250,-44.678,-309.387
-0.707,0.319,0.217,-113.953,-21.240,-309.204
-0.582,0.352,0.146,-79.895,-5.005,-300.781
-0.483,0.488,0.073,-59.387,2.197,-281.311
-0.343,0.659,0.024,-54.321,3.784,-253.784
-0.126,0.702,-0.042,-66.528,5.249,-228.516
0.107,0.692,-0.073,-80.994,12.268,-221.863
0.185,0.715,-0.056,-84.229,26.184,-235.657
0.165,0.714,-0.117,-84.351,44.678,-255.371
0.089,0.597,-0.199,-87.952,62.073,-269.714
0.017,0.427,-0.315,-93.628,71.777,-277.466
-0.068,0.208,-0.457,-96.375,72.144,-278.564
-0.152,-0.030,-0.680,-93.140,63.110,-273.376
-0.123,-0.153,-0.850,-82.031,46.021,-263.855
-0.055,-0.193,-0.891,-63.721,23.254,-248.169
0.150,-0.303,-0.814,-45.227,7.385,-229.797
0.443,-0.302,-0.722,-34.363,4.395,-204.712
0.654,-0.212,-0.592,-33.447,4.028,-181.519
0.742,-0.099,-0.472,-39.307,3.357,-166.138
0.764,-0.160,-0.418,-45.959,8.240,-151.978
0.787,-0.092,-0.418,-49.255,21.667,-136.108
0.716,-0.152,-0.500,-47.180,33.447,-130.066

0.207,0.860,1.630,235.840,-0.732,134.521
0.011,1.080,1.679,248.596,25.330,105.652
-0.185,1.241,1.672,239.807,36.316,98.877
-0.281,1.296,1.578,209.961,33.081,109.680
-0.258,1.258,1.470,171.875,20.813,120.117
-0.183,1.115,1.365,139.221,0.977,126.709
-0.012,0.912,1.325,121.399,-13.550,132.019
0.192,0.643,1.302,115.479,-15.381,138.306
0.325,0.510,1.303,122.437,1.404,139.893
0.387,0.445,1.369,149.353,38.025,125.549
0.291,0.779,1.600,192.993,85.266,92.102
0.232,1.107,1.784,230.286,126.953,59.326
0.005,1.237,1.799,233.215,145.569,46.814
-0.202,1.304,1.661,208.252,143.188,42.297
-0.232,1.220,1.497,177.795,127.136,42.053
-0.126,1.037,1.385,144.470,101.746,52.124
0.029,0.832,1.286,112.305,76.294,71.289
0.142,0.643,1.213,88.196,58.960,92.896
0.205,0.571,1.173,74.158,56.274,112.915
0.347,0.363,1.117,73.730,69.275,131.714
0.359,0.246,1.015,85.449,89.233,134.705
0.230,0.230,0.962,117.493,118.225,108.337
0.194,0.261,1.006,167.236,162.048,66.895
0.056,0.421,1.000,213.501,190.979,22.278
-0.236,0.550,1.060,236.938,192.017,-1.221
-0.626,0.841,1.078,237.732,163.757,7.385
-0.816,1.024,1.037,216.797,117.188,46.387
-0.772,0.964,0.984,165.344,65.796,100.037
-0.726,0.921,0.976,85.876,12.268,154.358
-0.685,0.728,0.874,9.888,-27.039,201.477
-0.588,0.344,0.709,-25.208,-37.598,222.595
-0.547,0.140,0.521,-13.672,-19.653,202.942
-0.522,0.091,0.508,43.091,16.663,147.644
-0.458,0.104,0.600,124.695,52.490,80.444
-0.470,0.076,0.702,192.871,71.472,31.921
-0.560,0.110,0.827,227.112,72.815,11.841
-0.681,0.191,0.967,234.558,59.814,17.822
-0.807,0.221,1.075,220.642,37.903,40.771
-0.826,0.330,1.246,196.655,16.235,61.584
-0.662,0.409,1.426,180.176,-3.845,68.298
-0.473,0.542,1.644,159.912,-16.846,66.040
-0.140,0.431,1.911,133.911,-17.517,58.777
0.005,0.506,1.924,132.263,-7.874,66.101
0.056,0.519,1.876,127.563,15.686,69.946
-0.113,0.740,1.675,125.671,45.837,65.613
-0.413,0.938,1.475,124.939,66.833,51.392
-0.868,1.073,1.247,118.774,72.205,31.372
-1.140,1.177,1.029,106.323,70.984,7.874
-1.169,1.278,0.908,88.440,60.303,-14.160
-0.803,1.095,1.030,60.791,33.508,-33.875
-0.482,0.790,1.109,16.541,-1.831,-48.950
-0.079,0.258,1.139,-28.259,-22.827,-57.190
0.400,-0.297,1.098,-62.378,-23.560,-58.044
0.719,-0.778,0.986,-80.811,-12.695,-52.551
0.809,-1.145,0.838,-79.346,4.578,-43.335
0.728,-1.125,0.711,-57.739,24.780,-30.518
0.539,-0.867,0.685,-17.822,37.781,-17.151
0.273,-0.574,0.741,21.484,38.757,-7.446
0.066,-0.243,0.827,39.734,32.288,-1.709
-0.057,0.016,0.941,35.889,18.005,8.667
-0.096,0.175,1.032,20.447,-0.916,23.254
-0.061,0.219,1.133,1.587,-16.479,35.828
0.011,0.262,1.213,-17.700,-25.208,42.236
0.030,0.301,1.266,-34.790,-26.917,43.579
-0.037,0.335,1.272,-48.340,-25.818,41.992
-0.123,0.357,1.242,-58.960,-24.292,37.903
-0.235,0.417,1.206,-65.918,-24.963,30.701
-0.338,0.448,1.206,-71.899,-29.175,24.475
-0.440,0.470,1.191,-82.764,-37.170,23.071
-0.542,0.443,1.140,-99.854,-49.927,25.269
-0.583,0.339,1.086,-119.690,-67.078,28.503
-0.544,0.128,1.013,-136.719,-87.708,33.386
-0.505,0.020,0.943,-144.897,-107.849,40.771
-0.522,0.041,0.926,-139.954,-126.892,49.805
-0.536,0.077,1.007,-127.502,-144.592,57.495
-0.561,0.167,1.072,-120.972,-163.086,65.552
-0.623,0.286,1.110,-124.268,-181.946,77.698
-0.734,0.407,1.105,-132.324,-203.125,89.478
-0.887,0.493,1.052,-143.494,-225.830,99.731
-1.002,0.662,1.041,-162.476,-246.948,105.957
-1.081,0.852,1.080,-187.683,-267.273,109.863
-1.109,0.894,1.086,-214.417,-289.001,107.605
-1.132,0.867,1.072,-237.732,-312.744,93.994
-1.185,0.784,1.025,-250.061,-336.487,72.876
-1.280,0.668,0.962,-245.911,-356.140,47.913
-1.353,0.564,0.910,-231.018,-368.469,25.391
-1.382,0.512,0.847,-208.801,-370.728,7.507
-1.357,0.602,0.837,-181.030,-364.868,-6.470
-1.222,0.775,0.930,-160.461,-352.295,-16.357
-1.130,1.011,1.022,-156.067,-340.088,-26.489
-1.145,1.201,1.037,-159.790,-334.229,-36.682
-1.241,1.243,0.987,-165.100,-331.238,-48.035
-1.341,1.187,0.847,-171.326,-327.209,-69.397
-1.369,1.084,0.702,-171.204,-321.411,-100.830
-1.378,0.938,0.622,-159.424,-319.458,-134.094
-1.438,0.895,0.527,-148.682,-320.618,-156.982
-1.521,0.879,0.412,-144.714,-321.777,-164.551
-1.583,0.837,0.341,-140.198,-319.885,-161.316
-1.629,0.966,0.346,-131.165,-314.636,-158.447
-1.625,1.121,0.401,-119.995,-309.143,-161.316
-1.614,1.247,0.488,-115.784,-305.176,-169.739
-1.523,1.345,0.599,-125.732,-300.354,-179.565
-1.390,1.351,0.722,-148.071,-296.204,-190.552
-1.293,1.315,0.741,-174.988,-296.326,-206.360
-1.221,1.192,0.713,-198.486,-293.091,-227.844
-1.143,0.943,0.625,-209.412,-281.799,-252.930
-1.088,0.793,0.548,-208.496,-265.930,-281.738
-0.989,0.642,0.475,-203.430,-241.150,-305.664
-0.910,0.400,0.356,-194.275,-212.830,-323.486
-0.893,0.282,0.248,-176.453,-185.730,-338.562
-0.877,0.229,0.194,-151.184,-159.851,-341.736
-0.834,0.225,0.155,-122.559,-136.963,-334.839
-0.781,0.300,0.207,-93.933,-120.300,-324.402
-0.813,0.516,0.327,-71.899,-110.657,-311.401
-0.740,0.697,0.387,-68.176,-103.516,-292.542
-0.605,0.745,0.459,-88.318,-99.182,-275.146
-0.494,0.668,0.471,-117.493,-99.670,-266.968
-0.380,0.484,0.383,-141.113,-101.563,-267.639
-0.262,0.218,0.230,-154.785,-100.281,-273.437

-0.229,0.850,1.276,334.656,145.935,127.075
-0.148,0.616,1.377,357.666,156.189,93.384
-0.154,0.548,1.466,363.281,155.823,83.923
-0.211,0.432,1.478,363.281,145.752,99.426
-0.363,0.357,1.512,362.000,130.493,122.314
-0.574,0.415,1.538,360.596,114.502,142.761
-0.759,0.543,1.581,355.347,99.182,165.161
-0.858,0.784,1.641,343.567,86.243,189.331
-0.830,1.066,1.687,323.181,78.857,209.106
-0.776,1.301,1.735,289.429,74.036,210.693
-0.679,1.369,1.678,246.948,69.946,193.298
-0.578,1.290,1.530,202.454,64.575,160.889
-0.625,1.047,1.406,168.091,55.359,120.361
-0.590,0.746,1.185,151.123,52.612,86.670
-0.549,0.403,0.998,145.874,56.580,71.350
-0.602,0.176,0.838,145.203,58.838,70.435
-0.672,0.128,0.760,145.752,55.359,82.153
-0.700,0.114,0.796,168.152,47.424,83.801
-0.772,0.081,0.855,212.158,30.823,80.200
-0.906,0.114,0.991,246.338,8.423,84.595
-0.883,0.369,1.175,254.089,-7.690,95.520
-0.660,0.557,1.354,248.169,-15.442,107.544
-0.474,0.607,1.471,236.511,-22.339,106.506
-0.401,0.641,1.503,213.562,-24.475,95.947
-0.317,0.554,1.482,185.425,-15.076,79.712
-0.209,0.427,1.365,165.466,2.197,58.716
-0.264,0.220,1.284,156.189,17.822,44.678
-0.300,0.044,1.206,151.611,35.156,37.598
-0.292,0.007,1.207,151.367,51.086,34.424
-0.295,-0.009,1.215,157.715,55.115,33.386
-0.308,-0.041,1.287,163.269,47.729,36.804
-0.333,-0.031,1.380,165.039,37.476,44.312
-0.291,0.023,1.478,161.621,31.799,51.270
-0.211,0.090,1.534,155.945,33.569,54.443
-0.131,0.161,1.557,150.085,41.565,56.030
-0.046,0.207,1.560,141.541,52.673,56.152
0.033,0.201,1.549,130.127,65.125,52.917
0.072,0.179,1.509,115.662,77.209,47.729
0.043,0.127,1.427,98.999,86.975,41.992
-0.023,0.064,1.323,85.144,94.604,35.583
-0.067,-0.004,1.245,77.759,99.243,29.419
-0.110,-0.065,1.195,73.730,100.098,24.719
-0.119,-0.147,1.168,70.435,97.534,22.400
-0.134,-0.191,1.151,65.918,92.529,25.635
-0.128,-0.198,1.135,62.134,87.097,35.828
-0.138,-0.198,1.102,58.105,80.688,48.889
-0.083,-0.120,1.141,50.781,76.599,61.951
-0.072,-0.023,1.146,41.565,72.754,74.768
-0.172,0.087,0.998,27.466,73.608,81.055
0.101,0.143,1.129,13.123,82.275,70.496
-0.058,0.211,1.086,-0.732,67.810,55.420
-0.159,0.132,1.052,-14.954,58.777,50.720
-0.296,0.070,0.961,-33.447,51.575,46.570
-0.354,-0.034,0.910,-48.462,46.753,43.213
-0.390,-0.101,0.869,-57.434,35.767,33.875
-0.342,-0.145,0.821,-63.171,22.156,27.954
-0.337,-0.217,0.802,-63.660,6.958,28.381
-0.309,-0.248,0.794,-55.969,-3.174,31.799
-0.246,-0.243,0.808,-43.213,-6.836,34.363
-0.179,-0.156,0.847,-29.846,-9.399,34.058
-0.154,-0.060,0.894,-22.400,-13.794,36.377
-0.117,0.021,0.942,-23.865,-16.418,37.903
-0.079,0.017,0.964,-31.006,-16.846,37.109
-0.044,-0.005,0.967,-39.001,-16.541,29.846
-0.055,-0.017,0.967,-42.847,-16.602,16.602
-0.077,-0.068,0.958,-43.945,-16.907,5.615
-0.121,-0.130,0.962,-45.288,-18.860,-1.953
-0.147,-0.195,0.975,-47.241,-22.949,-6.470
-0.206,-0.221,0.997,-47.791,-31.372,-8.423
-0.251,-0.272,1.004,-48.218,-41.260,-3.906
-0.291,-0.257,1.012,-50.964,-53.833,1.404
-0.291,-0.216,1.037,-55.176,-67.627,8.850
-0.290,-0.185,1.090,-60.791,-83.557,18.066
-0.262,-0.166,1.179,-67.993,-99.670,31.067
-0.246,-0.053,1.223,-77.148,-113.403,46.875
-0.249,0.090,1.313,-99.976,-125.671,57.495
-0.266,0.187,1.374,-124.084,-133.667,65.002
-0.287,0.258,1.388,-143.494,-142.578,70.801
-0.453,0.292,1.406,-160.889,-153.748,73.730
-0.457,0.350,1.352,-174.561,-160.828,82.031
-0.527,0.343,1.316,-196.960,-180.542,82.520
-0.652,0.315,1.265,-225.830,-206.238,75.806
-0.685,0.294,1.203,-250.427,-228.210,65.857
-0.712,0.289,1.120,-266.296,-250.977,54.626
-0.751,0.264,1.081,-275.452,-277.100,47.729
-0.784,0.267,1.029,-281.189,-302.612,43.945
-0.878,0.301,0.974,-288.208,-326.599,42.908
-1.003,0.473,0.962,-297.546,-341.858,43.701
-1.160,0.658,0.954,-300.720,-351.562,46.387
-1.312,0.860,0.891,-300.232,-363.037,42.603
-1.461,0.982,0.798,-302.124,-374.573,30.396
-1.562,1.055,0.693,-304.687,-381.897,9.460
-1.571,1.025,0.579,-297.729,-383.240,-20.264
-1.510,0.936,0.482,-279.968,-379.578,-54.871
-1.403,0.804,0.404,-254.456,-369.019,-88.440
-1.335,0.695,0.295,-223.877,-351.318,-115.479
-1.285,0.618,0.155,-191.223,-329.590,-132.812
-1.233,0.523,0.008,-160.156,-306.030,-140.747
-1.212,0.532,-0.140,-131.226,-283.875,-142.761
-1.166,0.569,-0.257,-100.708,-263.184,-141.541
-1.127,0.574,-0.257,-69.092,-243.896,-142.090
-1.129,0.644,-0.213,-39.795,-225.464,-147.034
-1.161,0.740,-0.185,-11.780,-210.571,-151.245
-1.169,0.771,-0.145,9.949,-202.271,-152.893
-1.174,0.771,-0.079,18.738,-202.332,-152.771
-1.192,0.800,-0.010,17.883,-209.290,-151.550
-1.209,0.777,0.029,15.808,-217.773,-149.170
-1.202,0.719,0.062,13.733,-226.074,-149.658
-1.219,0.725,0.081,14.038,-233.032,-151.550
-1.226,0.744,0.109,21.057,-236.511,-152.893
-1.199,0.768,0.126,29.785,-236.938,-153.259
-1.137,0.800,0.158,31.433,-237.061,-153.503
-1.100,0.785,0.150,27.588,-240.112,-155.945
-1.032,0.706,0.155,25.513,-244.141,-162.781
-0.972,0.620,0.195,26.978,-248.901,-176.636
-0.888,0.501,0.224,33.691,-251.526,-188.049
-0.758,0.351,0.276,44.373,-247.864,-193.237
-0.647,0.290,0.352,55.481,-239.563,-195.007
-0.550,0.329,0.400,67.444,-227.295,-187.439

-1.461,0.731,0.601,216.309,176.147,253.967
-1.304,0.802,0.763,240.417,166.382,238.831
-1.069,0.887,0.957,255.005,164.795,223.755
-0.915,1.000,1.151,260.132,165.710,206.909
-0.859,1.172,1.305,254.883,164.551,188.538
-0.963,1.328,1.391,236.694,157.410,171.936
-1.241,1.359,1.311,205.566,145.264,167.114
-1.541,1.307,1.128,167.725,130.798,172.363
-1.804,1.247,0.936,135.132,112.244,176.819
-1.908,1.165,0.761,115.417,90.149,176.331
-1.779,1.066,0.641,104.065,66.101,176.208
-1.488,0.901,0.605,95.154,40.649,178.223
-1.387,0.859,0.642,92.346,18.555,178.833
-1.203,0.769,0.673,105.896,14.709,168.518
-0.959,0.716,0.760,124.146,22.644,143.677
-0.854,0.804,0.897,137.024,25.391,119.080
-0.902,0.859,0.983,137.939,16.235,112.976
-1.065,0.817,1.009,118.286,1.465,129.517
-1.322,0.881,0.978,85.754,-12.085,154.419
-1.499,0.920,0.863,64.270,-25.391,169.189
-1.508,0.893,0.795,63.049,-40.283,164.246
-1.337,0.811,0.804,73.792,-54.260,147.583
-1.083,0.637,0.823,85.083,-61.768,136.292
-0.800,0.483,0.812,98.938,-55.603,129.211
-0.526,0.221,0.852,121.887,-30.884,122.559
-0.273,0.161,0.931,156.860,7.263,108.765
-0.127,0.169,1.009,195.557,44.373,87.952
-0.121,0.195,1.086,221.008,74.463,69.946
-0.171,0.248,1.118,231.750,97.351,60.425
-0.199,0.306,1.125,230.042,114.197,57.861
-0.222,0.369,1.123,217.957,122.620,59.143
-0.313,0.408,1.094,197.876,120.728,64.453
-0.449,0.424,1.032,169.250,109.497,73.547
-0.567,0.360,0.949,133.850,92.712,87.524
-0.609,0.267,0.855,95.642,73.975,100.708
-0.532,0.038,0.778,67.932,62.500,108.276
-0.419,-0.217,0.747,62.073,67.627,110.962
-0.202,-0.380,0.739,77.942,90.332,107.788
-0.070,-0.461,0.805,116.211,121.155,96.497
-0.075,-0.428,0.896,165.100,153.748,77.759
-0.119,-0.278,1.010,205.688,186.646,55.237
-0.201,-0.005,1.114,227.478,214.478,35.950
-0.250,0.273,1.200,227.417,234.253,25.269
-0.324,0.511,1.258,207.153,240.967,21.301
-0.460,0.692,1.291,169.617,232.361,21.118
-0.672,0.734,1.341,120.728,209.595,25.574
-0.917,0.639,1.320,64.453,178.589,34.180
-1.005,0.523,1.262,5.249,149.109,43.335
-0.938,0.267,1.149,-44.373,123.962,54.199
-0.798,0.014,1.074,-72.021,110.657,63.416
-0.652,-0.170,1.005,-71.045,106.628,61.035
-0.493,-0.189,0.967,-49.072,110.962,41.321
-0.399,-0.044,0.959,-18.005,119.751,10.315
-0.321,0.073,0.969,9.521,130.371,-21.423
-0.302,0.112,0.987,25.574,136.475,-44.373
-0.347,0.102,0.989,26.306,133.972,-48.218
-0.421,0.071,0.934,14.343,124.023,-31.799
-0.503,0.008,0.861,-0.732,109.375,-3.418
-0.569,-0.025,0.798,-13.672,92.285,25.818
-0.607,-0.021,0.769,-20.813,75.134,46.692
-0.665,-0.058,0.742,-20.081,57.007,53.528
-0.682,-0.073,0.733,-13.977,37.598,45.166
-0.741,-0.120,0.730,-4.395,14.771,34.790
-0.766,-0.139,0.766,4.944,-8.667,25.940
-0.748,-0.137,0.875,13.794,-31.677,23.865
-0.672,-0.014,0.981,19.409,-51.758,26.978
-0.531,0.095,1.074,18.066,-67.261,29.968
-0.372,0.096,1.137,10.620,-78.857,28.870
-0.234,0.067,1.195,-1.465,-80.933,26.062
-0.111,0.007,1.232,-13.977,-71.045,23.560
-0.021,-0.098,1.209,-23.987,-51.758,22.888
-0.003,-0.202,1.135,-30.151,-31.433,21.790
-0.086,-0.312,1.035,-29.175,-16.541,20.935
-0.199,-0.376,0.942,-22.827,-6.470,21.790
-0.278,-0.396,0.867,-12.268,-1.282,22.217
-0.324,-0.388,0.819,2.686,-1.099,19.348
-0.329,-0.376,0.803,20.325,-4.578,13.794
-0.317,-0.392,0.806,34.607,-10.132,8.362
-0.333,-0.414,0.833,41.016,-18.066,5.493
-0.363,-0.380,0.883,41.077,-25.452,7.385
-0.345,-0.312,0.947,35.278,-29.053,14.648
-0.269,-0.267,0.988,24.658,-29.541,22.034
-0.217,-0.282,1.021,14.465,-30.579,23.865
-0.171,-0.351,1.011,8.423,-31.616,23.560
-0.131,-0.415,1.004,6.470,-28.992,26.489
-0.143,-0.430,0.995,8.301,-24.597,31.494
-0.172,-0.403,0.970,12.268,-20.142,36.682
-0.208,-0.376,0.967,16.785,-17.822,40.405
-0.264,-0.343,0.970,19.958,-19.897,44.128
-0.306,-0.293,0.951,21.118,-26.062,48.523
-0.332,-0.283,0.942,20.142,-36.316,55.176
-0.351,-0.289,0.908,15.869,-49.500,65.002
-0.385,-0.330,0.840,13.123,-65.308,76.599
