aX,aY,aZ,gX,gY,gZ
-1.486,-0.479,0.590,-242.798,-169.128,-177.673
-1.444,-0.569,0.548,-210.510,-140.625,-220.459
-1.359,-0.610,0.537,-179.810,-110.901,-259.094
-1.193,-0.671,0.578,-153.992,-86.060,-284.729
-1.197,-0.797,0.540,-134.399,-78.979,-300.598
-1.100,-0.904,0.635,-127.136,-69.092,-309.875
-0.845,-0.857,0.750,-125.793,-63.660,-315.735
-0.680,-0.967,0.737,-131.897,-85.632,-312.439
-0.570,-1.108,0.613,-144.897,-121.826,-305.542
-0.456,-1.081,0.437,-156.067,-159.241,-298.218
-0.415,-1.106,0.340,-155.701,-191.956,-286.560
-0.462,-1.126,0.372,-142.029,-217.041,-276.062
-0.442,-1.060,0.371,-124.023,-225.037,-269.531
-0.448,-1.135,0.318,-100.647,-211.426,-269.897
-0.322,-1.146,0.382,-73.181,-185.486,-283.203
-0.224,-1.211,0.508,-48.889,-166.443,-292.114
-0.020,-1.304,0.664,-32.654,-155.823,-295.898
0.194,-1.344,0.849,-28.320,-155.457,-296.814
0.280,-1.296,1.038,-32.837,-168.762,-286.865
0.337,-1.231,1.186,-39.856,-188.538,-267.578
0.267,-1.205,1.165,-48.340,-210.999,-249.329
0.188,-1.184,1.064,-55.420,-225.098,-234.314
0.285,-1.157,1.080,-52.002,-222.656,-223.755
0.398,-1.137,1.115,-41.626,-212.891,-212.769
0.495,-1.083,1.246,-28.992,-199.402,-197.449
0.496,-1.008,1.374,-18.311,-183.960,-176.331
0.453,-0.825,1.402,-9.460,-162.109,-158.142
0.325,-0.717,1.483,-4.395,-136.047,-146.606
0.245,-0.561,1.618,-7.568,-121.338,-137.390
0.201,-0.449,1.663,-22.156,-125.854,-125.183
0.172,-0.382,1.689,-42.114,-141.907,-113.586
0.194,-0.343,1.667,-64.453,-161.743,-108.398
0.329,-0.271,1.629,-84.167,-173.157,-104.553
0.524,-0.256,1.599,-94.238,-174.194,-100.708
0.628,-0.259,1.548,-96.558,-169.739,-94.116
0.675,-0.182,1.519,-95.947,-154.175,-84.534
0.656,-0.118,1.481,-89.905,-128.845,-76.050
0.635,-0.068,1.546,-79.163,-100.647,-70.984
0.590,0.012,1.666,-71.838,-78.491,-65.186
0.511,0.078,1.758,-70.435,-66.772,-57.617
0.462,0.072,1.771,-72.266,-61.035,-52.612
0.468,0.011,1.768,-73.853,-55.664,-47.852
0.574,-0.025,1.782,-74.036,-47.791,-42.053
0.578,-0.141,1.713,-72.021,-41.260,-27.283
0.564,-0.168,1.576,-67.139,-27.283,-13.184
0.617,-0.080,1.455,-59.326,-1.892,-4.700
0.611,-0.058,1.403,-46.204,23.010,11.902
0.434,-0.021,1.276,-38.208,41.626,30.701
0.185,0.085,1.092,-35.522,56.213,38.574
-0.014,0.237,1.011,-32.166,68.604,36.316
-0.116,0.400,0.947,-30.640,68.298,28.320
-0.160,0.505,0.866,-33.386,55.237,23.193
-0.172,0.570,0.738,-37.415,36.865,19.287
-0.127,0.581,0.584,-38.452,19.775,14.038
-0.040,0.561,0.489,-33.081,10.193,8.545
0.061,0.527,0.448,-22.705,6.836,6.714
0.124,0.498,0.497,-10.132,11.169,10.254
0.135,0.470,0.577,4.028,21.484,13.977
0.057,0.435,0.692,16.663,32.837,16.785
-0.095,0.457,0.779,24.048,40.405,17.639
-0.218,0.474,0.838,24.597,41.687,14.587
-0.268,0.488,0.880,19.897,35.339,10.498
-0.291,0.500,0.906,12.085,21.973,5.737
-0.244,0.520,0.898,3.052,6.836,0.305
-0.174,0.492,0.837,-4.456,-4.822,-3.784
-0.075,0.455,0.806,-7.263,-12.268,-7.812
0.016,0.419,0.767,-7.446,-17.273,-9.216
0.085,0.389,0.723,-4.883,-18.555,-7.385
0.128,0.375,0.694,0.427,-14.771,-3.601
0.149,0.381,0.738,9.094,-6.226,0.549
0.137,0.385,0.792,17.456,4.822,3.723
0.065,0.390,0.845,23.010,15.625,6.653

-0.434,0.554,2.072,39.551,216.736,186.340
-0.488,0.647,1.981,27.527,207.825,167.725
-0.403,0.699,1.909,10.437,190.552,149.902
-0.269,0.675,1.814,-9.033,171.509,138.184
-0.121,0.556,1.794,-30.945,153.320,130.798
-0.008,0.454,1.949,-57.434,137.085,129.822
-0.119,0.421,1.994,-91.614,116.333,144.653
-0.385,0.309,1.765,-122.192,98.633,169.373
-0.810,0.192,1.319,-137.817,99.976,178.894
-1.186,0.193,0.998,-124.268,121.460,158.264
-1.360,0.347,0.849,-90.149,149.353,119.141
-1.375,0.520,0.976,-53.101,164.490,85.022
-1.343,0.715,1.320,-26.245,150.085,62.256
-1.181,0.816,1.566,-20.935,109.863,55.115
-0.978,0.831,1.735,-31.494,67.383,61.157
-0.788,0.777,1.612,-50.232,41.565,70.007
-0.671,0.621,1.375,-61.462,36.316,76.904
-0.651,0.521,1.151,-57.068,46.631,83.191
-0.820,0.517,0.996,-41.382,66.528,84.534
-1.034,0.607,1.057,-18.250,87.158,72.327
-1.180,0.781,1.237,2.808,92.529,49.316
-1.136,0.951,1.458,9.338,80.139,24.414
-1.028,1.035,1.730,-2.686,50.598,10.071
-0.988,1.107,2.020,-33.630,4.944,12.695
-1.034,1.183,2.280,-82.825,-43.213,25.452
-1.174,1.218,2.361,-141.663,-87.219,35.095
-1.344,1.132,2.210,-198.303,-121.521,33.630
-1.500,0.935,1.865,-244.934,-145.813,18.372
-1.681,0.691,1.399,-277.405,-159.729,-5.859
-1.886,0.525,0.862,-291.565,-162.170,-40.771
-2.116,0.334,0.456,-280.334,-158.997,-88.867
-2.212,0.137,0.267,-247.375,-151.428,-141.907
-2.216,-0.051,0.208,-205.200,-137.024,-195.251
-2.014,-0.102,0.398,-160.522,-117.676,-248.535
-1.914,-0.397,0.635,-118.164,-107.422,-288.513
-1.702,-0.614,0.855,-91.248,-91.370,-321.228
-1.436,-0.728,1.094,-78.857,-73.303,-346.802
-1.266,-0.861,1.285,-76.782,-69.275,-357.971
-1.118,-0.953,1.272,-88.745,-79.285,-352.600
-1.235,-1.080,1.074,-101.746,-102.051,-343.750
-1.169,-1.171,0.970,-114.807,-109.985,-338.623
-1.023,-1.150,0.836,-114.075,-111.816,-341.736
-0.862,-1.190,0.771,-102.417,-119.507,-342.102
-0.714,-1.160,0.767,-88.074,-130.371,-336.243
-0.672,-1.187,0.781,-74.219,-140.503,-327.881
-0.583,-1.133,0.806,-66.406,-142.273,-326.660
-0.458,-1.097,0.863,-63.782,-142.639,-324.646
-0.412,-1.152,0.833,-60.669,-158.813,-316.956
-0.284,-1.133,0.788,-60.364,-176.270,-311.523
-0.206,-1.111,0.736,-55.603,-191.589,-303.589
-0.127,-1.122,0.757,-45.837,-195.801,-293.457
-0.022,-1.075,0.871,-33.936,-195.557,-285.706
0.045,-1.069,0.868,-22.888,-191.895,-275.574
0.273,-1.013,0.971,-11.841,-175.354,-268.555
0.368,-0.997,1.029,0.122,-166.687,-260.010
0.405,-0.958,1.059,6.348,-165.527,-246.826
0.479,-0.908,1.207,12.878,-164.551,-232.666
0.581,-0.847,1.386,18.005,-167.664,-217.590
0.633,-0.791,1.510,16.663,-173.157,-201.599
0.704,-0.789,1.579,11.597,-177.673,-185.120
0.790,-0.771,1.595,3.418,-179.199,-169.312
0.943,-0.795,1.610,-2.197,-181.030,-153.625
1.167,-0.827,1.651,-4.639,-175.537,-136.780
1.378,-0.772,1.704,-8.667,-159.729,-121.765
1.503,-0.669,1.711,-12.634,-140.442,-103.638
1.502,-0.606,1.689,-13.733,-124.451,-82.703
1.433,-0.507,1.672,-14.282,-109.497,-65.491
1.296,-0.372,1.704,-15.808,-92.651,-52.429
1.209,-0.195,1.763,-19.592,-77.148,-42.786
1.184,-0.093,1.729,-28.931,-67.200,-33.875
1.113,-0.048,1.654,-39.063,-62.073,-23.682
1.038,0.008,1.546,-46.082,-57.373,-13.489
1.025,0.028,1.452,-47.363,-49.255,-5.310
1.066,0.027,1.354,-43.823,-35.828,2.441
1.060,0.005,1.257,-36.743,-18.860,11.719
0.927,-0.001,1.079,-28.687,-0.366,20.203
0.901,0.072,0.972,-20.020,23.437,23.865
0.650,0.005,0.903,-8.423,39.795,29.297
0.416,0.097,0.794,0.244,49.744,27.649
0.406,0.315,0.741,1.953,61.646,17.212
0.407,0.383,0.765,11.719,57.495,21.362
0.290,0.365,0.781,18.738,38.696,35.522
0.196,0.464,0.763,14.526,21.118,41.443
0.149,0.564,0.770,9.094,11.658,39.063
0.164,0.571,0.819,7.568,7.263,33.875
0.215,0.560,0.809,2.502,5.005,28.381
0.190,0.540,0.711,-6.714,3.235,23.254
0.163,0.514,0.582,-12.329,3.235,17.273
0.153,0.461,0.461,-10.132,4.578,11.292
0.146,0.427,0.405,-0.916,5.737,6.165
0.144,0.428,0.448,11.597,7.080,3.235
0.116,0.453,0.553,23.621,5.310,1.343
0.087,0.511,0.685,31.311,2.563,0.061
0.042,0.514,0.852,33.936,-1.404,-1.160
0.064,0.543,0.947,28.381,-6.470,-5.798
0.094,0.483,0.989,20.203,-15.381,-8.423
0.166,0.421,0.987,11.780,-25.330,-7.874
0.239,0.340,0.945,4.456,-32.166,-5.127
0.281,0.275,0.888,1.465,-33.142,-2.563
0.324,0.227,0.837,2.686,-26.917,-1.038
0.347,0.218,0.826,7.080,-16.541,-0.610
0.307,0.241,0.838,12.451,-7.629,1.099
0.240,0.271,0.864,17.517,-0.244,2.991
0.171,0.306,0.894,20.935,5.798,2.808
0.135,0.335,0.939,22.583,9.460,2.625
0.118,0.355,0.972,21.057,10.376,2.930
0.109,0.367,0.973,17.151,8.545,3.113
0.120,0.370,0.958,12.268,5.920,2.686
0.138,0.372,0.933,8.240,3.723,2.380
0.160,0.352,0.898,5.127,1.221,2.869
0.211,0.328,0.880,2.441,0.305,4.211
0.250,0.328,0.867,1.038,-1.282,5.737
0.242,0.323,0.833,-0.305,-2.808,9.705
0.212,0.326,0.786,-0.244,-2.808,12.817
0.182,0.349,0.778,2.014,-0.916,13.306
0.150,0.357,0.777,4.883,0.549,13.245
0.146,0.381,0.785,7.446,1.404,11.719
0.147,0.394,0.816,9.460,2.197,9.888
0.128,0.418,0.870,10.132,0.854,8.911

-0.412,-0.697,1.469,40.161,-23.376,242.065
-0.433,-0.781,1.362,37.354,-12.207,245.911
-0.387,-0.841,1.268,43.457,-0.183,247.498
-0.279,-0.901,1.214,55.542,13.245,253.418
-0.197,-0.986,1.182,73.914,23.987,264.893
-0.170,-1.067,1.182,94.604,33.752,277.283
-0.240,-1.071,1.279,115.051,41.870,287.659
-0.361,-1.048,1.373,130.737,46.570,295.837
-0.502,-1.002,1.447,140.686,48.340,300.171
-0.541,-0.915,1.564,146.057,50.049,297.791
-0.513,-0.824,1.663,145.630,49.927,292.114
-0.429,-0.762,1.738,140.076,48.584,285.645
-0.313,-0.721,1.749,129.517,48.035,280.212
-0.287,-0.703,1.665,116.699,50.049,274.475
-0.144,-0.689,1.742,104.309,60.486,267.639
-0.130,-0.601,1.794,90.393,61.523,258.728
-0.226,-0.554,1.742,70.496,57.434,259.399
-0.363,-0.524,1.706,47.729,52.246,264.526
-0.533,-0.483,1.662,25.696,41.382,267.334
-0.690,-0.427,1.635,3.296,28.809,267.151
-0.828,-0.368,1.627,-17.517,14.282,265.137
-0.862,-0.280,1.605,-36.926,-1.953,258.301
-0.773,-0.254,1.553,-57.434,-15.442,253.967
-0.636,-0.254,1.394,-74.402,-25.635,255.249
-0.523,-0.296,1.258,-80.933,-29.907,256.958
-0.398,-0.344,1.264,-80.811,-15.686,258.850
-0.453,-0.486,1.162,-75.439,14.343,255.615
-0.602,-0.412,1.025,-62.256,62.927,230.042
-0.675,-0.365,1.202,-46.143,118.835,197.632
-0.829,-0.329,1.419,-31.982,145.569,183.472
-1.117,-0.262,1.527,-36.804,138.794,184.265
-1.470,-0.131,1.579,-57.190,117.554,185.852
-1.669,0.032,1.571,-80.627,90.393,177.734
-1.553,0.137,1.593,-104.370,58.655,165.405
-1.277,0.160,1.615,-129.883,17.395,165.894
-1.083,0.173,1.580,-160.583,-31.738,182.556
-1.047,0.232,1.449,-191.833,-67.444,201.111
-1.086,0.300,1.293,-213.928,-73.425,211.365
-1.109,0.347,1.156,-222.290,-55.847,213.928
-1.147,0.487,1.164,-215.820,-29.358,212.585
-1.319,0.581,1.284,-202.881,0.977,205.811
-1.840,0.718,1.234,-190.063,23.804,175.781
-2.264,1.071,1.365,-183.167,38.818,110.291
-2.438,1.245,1.651,-188.110,48.523,41.443
-2.380,1.171,1.825,-207.581,33.936,-19.958
-2.153,0.963,1.867,-245.728,-1.648,-69.702
-1.902,0.626,1.782,-287.964,-52.002,-104.004
-1.713,0.274,1.741,-322.571,-109.741,-121.765
-1.601,0.089,1.629,-343.628,-158.081,-126.892
-1.550,-0.139,1.409,-347.351,-173.706,-134.888
-1.689,-0.392,0.981,-331.726,-152.954,-162.659
-1.722,-0.586,0.555,-295.227,-99.182,-207.031
-1.661,-0.681,0.279,-243.103,-34.180,-254.333
-1.691,-0.776,0.095,-186.646,13.123,-293.457
-1.711,-0.838,0.034,-135.742,44.556,-325.012
-1.581,-0.915,0.105,-93.140,62.073,-351.868
-1.311,-0.948,0.209,-61.829,65.247,-369.629
-1.162,-1.107,0.295,-39.917,55.664,-375.366
-0.881,-1.149,0.474,-30.701,49.744,-375.305
-0.592,-1.156,0.680,-25.940,43.274,-369.202
-0.313,-1.079,0.927,-30.579,19.958,-360.962
-0.180,-0.997,1.006,-50.171,-15.198,-341.003
-0.178,-1.045,0.939,-75.806,-48.401,-313.049
-0.154,-1.041,0.853,-98.450,-77.576,-296.875
-0.024,-1.091,0.744,-115.295,-104.248,-290.344
0.074,-1.173,0.551,-123.901,-131.104,-286.133
0.247,-1.175,0.445,-121.643,-152.222,-278.992
0.377,-1.195,0.386,-105.286,-164.856,-263.916
0.458,-1.197,0.418,-79.407,-170.044,-251.160
0.504,-1.183,0.520,-50.354,-160.278,-246.033
0.613,-1.090,0.689,-24.902,-140.747,-241.638
0.628,-0.999,0.821,-3.296,-128.418,-232.361
0.623,-0.990,1.022,11.658,-120.728,-224.060
0.619,-0.890,1.158,12.817,-120.667,-218.811
0.693,-0.787,1.191,2.747,-127.258,-206.177
0.792,-0.766,1.116,-2.686,-136.047,-190.063
0.960,-0.817,1.100,1.221,-139.526,-173.767
1.117,-0.831,1.083,4.028,-136.414,-158.997
1.214,-0.838,1.082,9.399,-130.981,-146.057
1.301,-0.806,1.136,15.808,-126.404,-132.935
1.310,-0.702,1.175,20.813,-125.366,-116.211
1.302,-0.662,1.221,26.184,-123.779,-96.375
1.259,-0.612,1.163,30.151,-119.141,-79.102
1.263,-0.548,1.173,34.851,-112.854,-64.392
1.294,-0.415,1.245,40.955,-112.061,-48.279
1.215,-0.360,1.329,44.250,-116.211,-26.672
1.074,-0.303,1.429,42.114,-120.422,-7.507
0.958,-0.173,1.509,33.264,-118.713,5.432
0.775,-0.089,1.464,23.254,-109.253,14.526
0.706,-0.044,1.435,18.860,-89.661,14.099
0.698,-0.041,1.405,20.752,-64.453,11.169
0.653,0.026,1.344,25.757,-39.307,11.475
0.676,0.057,1.360,33.691,-13.428,15.747
0.522,0.198,1.327,44.434,-4.456,20.874
0.379,0.230,1.360,51.575,1.343,34.302
0.214,0.284,1.323,51.025,7.874,39.063
0.231,0.326,1.381,48.828,18.250,33.508
0.287,0.311,1.404,44.678,21.790,24.902
0.302,0.287,1.361,31.006,20.386,20.264
0.313,0.262,1.273,13.367,16.541,18.127
0.376,0.232,1.187,-3.296,13.733,17.334
0.435,0.187,1.086,-17.822,14.221,17.273
0.444,0.135,0.945,-29.053,19.348,17.273
0.425,0.050,0.789,-34.851,28.442,15.198
0.392,-0.032,0.640,-34.180,38.147,10.986
0.396,-0.091,0.554,-28.015,44.434,5.920
0.413,-0.148,0.526,-18.799,45.166,4.272
0.365,-0.166,0.545,-10.010,38.452,7.751
0.309,-0.119,0.563,-3.723,26.978,12.756
0.269,-0.077,0.635,2.075,11.963,16.663
0.280,-0.030,0.738,6.165,-1.587,20.020
0.315,0.024,0.839,6.592,-11.230,22.705
0.342,0.051,0.906,4.395,-17.639,24.597
0.360,0.084,0.917,0.549,-17.334,25.146
0.332,0.116,0.905,-1.526,-12.024,24.536
0.285,0.138,0.841,-1.221,-6.592,24.536
0.249,0.151,0.793,2.441,-3.723,26.489
0.203,0.186,0.788,9.521,-3.052,28.748
0.107,0.236,0.817,17.639,-4.028,30.823

-0.281,0.559,1.955,-33.691,64.758,193.481
-0.388,0.641,1.889,-61.523,56.396,194.580
-0.462,0.638,1.581,-86.975,54.260,193.420
-0.503,0.536,1.154,-98.206,62.744,188.843
-0.427,0.374,0.809,-91.064,89.294,177.124
-0.403,0.248,0.530,-65.674,126.038,161.743
-0.412,0.146,0.461,-28.198,165.955,149.231
-0.470,0.048,0.608,14.282,201.355,144.958
-0.681,0.025,0.863,53.711,218.567,143.188
-0.947,0.082,1.224,78.491,220.154,136.719
-1.120,0.194,1.619,83.435,212.646,126.038
-1.104,0.312,1.982,70.862,190.186,117.554
-0.981,0.358,2.208,42.114,152.100,122.864
-0.857,0.344,2.217,-0.610,112.061,141.296
-0.827,0.266,2.003,-43.823,79.163,159.851
-0.959,0.293,1.775,-74.402,59.937,173.950
-1.228,0.540,1.645,-92.346,53.894,181.396
-1.555,0.837,1.599,-102.600,57.678,175.781
-1.856,1.113,1.579,-116.089,63.049,155.640
-2.178,1.344,1.486,-138.733,58.044,124.939
-2.406,1.432,1.351,-166.138,39.429,87.402
-2.439,1.332,1.213,-192.078,11.169,44.067
-2.237,1.010,1.023,-212.158,-23.437,-3.174
-1.803,0.623,0.837,-225.769,-56.274,-49.011
-1.447,0.294,0.705,-229.492,-83.923,-85.388
-1.224,0.065,0.691,-222.595,-103.394,-111.877
-1.065,-0.069,0.808,-208.801,-111.267,-131.470
-1.088,-0.176,0.964,-194.763,-109.070,-147.644
-1.260,-0.261,0.878,-186.096,-94.177,-169.739
-1.285,-0.138,0.972,-177.917,-72.083,-198.547
-1.651,-0.415,0.885,-164.307,-68.237,-214.355
-1.634,-0.381,0.835,-156.128,-48.157,-247.681
-1.638,-0.503,0.777,-145.691,-33.203,-283.813
-1.538,-0.631,0.765,-131.165,-28.259,-308.777
-1.381,-0.757,0.668,-120.117,-30.396,-321.045
-1.192,-0.892,0.508,-107.422,-33.264,-325.928
-0.912,-0.974,0.389,-88.928,-28.198,-331.970
-0.654,-0.979,0.317,-66.284,-19.348,-334.351
-0.481,-0.994,0.317,-42.969,-9.216,-330.200
-0.346,-0.949,0.448,-23.865,0.305,-325.806
-0.256,-0.882,0.666,-14.771,2.258,-319.946
-0.199,-0.832,0.881,-19.897,-6.958,-310.974
-0.126,-0.778,1.138,-39.063,-29.053,-303.406
-0.038,-0.698,1.323,-71.960,-69.580,-291.443
-0.013,-0.674,1.291,-112.671,-120.483,-270.508
-0.042,-0.723,0.965,-143.066,-161.865,-250.671
0.019,-0.839,0.705,-150.696,-182.068,-242.981
0.213,-0.906,0.551,-141.479,-186.890,-245.667
0.371,-0.944,0.469,-122.803,-185.852,-245.056
0.521,-0.949,0.461,-96.619,-179.565,-237.793
0.646,-0.934,0.574,-66.650,-167.297,-230.164
0.757,-0.886,0.741,-38.818,-154.663,-222.778
0.782,-0.808,0.917,-21.179,-143.677,-211.487
0.782,-0.720,1.059,-11.902,-136.108,-199.890
0.780,-0.641,1.147,-10.559,-131.775,-187.744
0.793,-0.596,1.222,-12.756,-130.371,-175.476
0.827,-0.570,1.259,-17.456,-131.653,-163.391
0.891,-0.551,1.288,-24.414,-131.287,-151.184
0.933,-0.564,1.277,-29.358,-130.310,-139.648
0.952,-0.534,1.320,-32.776,-128.540,-129.211
0.955,-0.487,1.349,-39.429,-129.333,-116.455
0.997,-0.461,1.346,-47.852,-131.287,-101.746
1.015,-0.444,1.257,-56.030,-132.751,-88.135
1.033,-0.432,1.174,-60.242,-133.911,-76.843
1.071,-0.377,1.111,-61.768,-133.423,-64.209
1.044,-0.313,1.050,-59.509,-132.996,-50.964
1.002,-0.266,0.986,-55.115,-130.676,-37.476
0.951,-0.219,0.927,-47.302,-120.850,-24.414
0.912,-0.195,0.955,-32.898,-104.858,-15.442
0.861,-0.165,1.033,-17.090,-89.050,-8.545
0.815,-0.157,1.115,-3.479,-76.477,-1.038
0.844,-0.149,1.213,10.010,-62.561,5.676
0.966,-0.167,1.328,22.766,-47.180,11.902
0.924,-0.253,1.382,31.189,-33.325,20.081
0.957,-0.127,1.506,31.555,-19.165,28.137
0.735,-0.199,1.466,27.954,-15.564,43.396
0.571,-0.098,1.402,18.494,-10.925,45.227
0.665,-0.040,1.532,7.812,-2.563,43.518
0.624,0.174,1.566,-1.892,-20.996,52.917
0.273,0.062,1.352,-17.517,-47.424,83.069
0.076,0.197,1.095,-37.415,-41.809,82.886
0.098,0.297,0.942,-40.894,-18.250,62.378
0.191,0.299,0.874,-25.818,-0.610,48.950
0.194,0.324,0.790,-11.902,9.644,45.715
0.096,0.375,0.769,2.625,12.939,47.302
-0.003,0.452,0.823,18.250,15.076,47.852
-0.072,0.519,0.894,30.640,16.357,43.640
-0.118,0.564,0.942,36.682,15.320,37.659
-0.103,0.563,1.004,38.086,13.062,30.457
0.001,0.579,1.103,34.790,10.559,22.034
0.099,0.556,1.155,26.184,6.531,16.235
0.141,0.508,1.127,14.221,0.427,14.526
0.126,0.468,1.067,2.808,-4.822,14.587
0.098,0.424,0.975,-4.822,-9.399,14.526
0.120,0.391,0.896,-8.301,-12.817,13.062
0.158,0.358,0.830,-8.545,-14.709,12.634
0.166,0.322,0.757,-5.676,-14.465,13.550
0.162,0.311,0.699,0.000,-10.315,12.878
0.180,0.321,0.702,8.240,-2.930,10.010
0.174,0.313,0.729,16.785,2.869,8.423
0.169,0.330,0.770,22.461,6.531,7.507
0.163,0.341,0.825,25.452,8.423,7.751
0.100,0.366,0.868,26.245,9.338,8.179
0.076,0.344,0.898,25.452,11.658,6.470
0.094,0.359,0.966,23.132,14.282,2.686
0.092,0.362,1.001,17.395,10.742,1.465
0.068,0.367,0.990,9.460,4.028,2.991
0.082,0.358,0.962,3.052,-1.038,3.113
0.121,0.340,0.948,-0.977,-3.052,1.587
0.148,0.323,0.922,-4.395,-3.784,1.160
0.163,0.303,0.883,-6.592,-3.784,2.380
0.166,0.279,0.847,-6.775,-2.502,3.601
0.191,0.274,0.826,-4.639,0.732,4.089
0.163,0.259,0.789,-1.648,4.150,5.798
0.235,0.318,0.882,1.831,5.188,8.057
0.112,0.226,0.891,3.662,-1.099,15.381
0.059,0.286,0.882,2.014,1.221,15.381
0.043,0.315,0.886,1.221,7.141,9.338
0.085,0.328,0.935,3.662,10.254,4.578

0.162,-0.903,1.670,142.883,-70.557,192.871
0.190,-0.880,1.851,138.367,-60.120,199.707
0.234,-0.857,1.973,130.981,-46.936,208.374
0.303,-0.857,2.049,121.643,-28.076,214.294
0.304,-0.873,2.064,110.962,-10.620,218.140
0.241,-0.856,2.026,99.915,2.686,222.839
0.149,-0.825,1.998,90.881,13.916,226.257
0.035,-0.760,1.989,83.923,20.142,227.539
-0.092,-0.692,1.931,76.660,20.874,227.600
-0.159,-0.602,1.901,70.251,19.043,225.342
-0.164,-0.513,1.931,63.843,16.846,222.229
-0.131,-0.412,2.036,55.481,14.526,221.008
-0.078,-0.271,2.189,43.091,15.320,222.473
-0.062,-0.125,2.325,24.841,20.020,225.159
-0.094,0.024,2.432,0.610,28.503,229.431
-0.182,0.122,2.452,-26.672,41.382,233.887
-0.345,0.148,2.292,-55.298,56.885,232.361
-0.433,0.157,2.084,-80.383,77.820,221.252
-0.424,0.160,1.828,-97.961,97.229,206.055
-0.386,0.126,1.541,-108.276,107.788,194.580
-0.393,0.098,1.178,-113.770,109.619,187.744
-0.359,0.109,0.940,-108.582,103.088,182.617
-0.383,0.012,0.784,-94.910,90.576,183.594
-0.320,0.008,0.742,-84.290,77.332,188.049
-0.279,-0.063,0.866,-77.515,60.547,200.317
-0.385,-0.179,1.028,-76.477,37.842,218.994
-0.713,-0.219,1.233,-84.717,14.709,239.258
-1.030,-0.269,1.329,-100.708,6.897,255.310
-1.183,-0.368,1.304,-112.793,18.127,259.827
-1.200,-0.463,1.239,-117.065,38.513,253.174
-1.238,-0.402,1.056,-113.708,53.772,244.751
-1.429,-0.370,0.918,-105.408,58.594,243.591
-1.741,-0.233,0.763,-95.581,54.443,244.263
-1.974,0.083,0.718,-86.609,49.744,239.197
-2.147,0.466,0.739,-78.979,44.373,226.501
-2.315,0.952,0.752,-79.956,38.269,205.750
-2.500,1.534,0.804,-86.731,35.095,177.063
-2.870,1.919,0.748,-93.506,33.447,138.733
-3.238,2.168,0.920,-96.558,40.466,83.191
-3.500,1.979,0.990,-97.839,51.636,11.047
-2.776,1.355,1.012,-97.656,60.059,-77.393
-1.707,0.740,0.965,-109.375,54.321,-148.926
-1.177,0.213,0.824,-126.404,17.151,-179.077
-0.989,-0.114,0.615,-139.587,-24.536,-183.655
-0.827,-0.256,0.650,-140.686,-48.645,-183.472
-0.801,-0.374,0.759,-132.629,-60.730,-183.899
-1.020,-0.307,0.807,-124.817,-62.500,-192.444
-1.276,-0.216,0.814,-120.361,-50.049,-210.083
-1.491,-0.186,0.787,-114.380,-33.203,-231.689
-1.601,-0.214,0.765,-107.727,-18.982,-257.141
-1.619,-0.327,0.669,-101.746,-5.676,-283.203
-1.371,-0.336,0.744,-97.351,8.423,-306.091
-1.459,-0.572,0.614,-93.872,5.127,-317.505
-1.284,-0.596,0.598,-91.431,5.676,-331.360
-1.048,-0.626,0.532,-88.989,2.869,-339.111
-0.847,-0.698,0.477,-81.299,-9.460,-335.632
-0.715,-0.754,0.425,-70.679,-22.888,-325.623
-0.666,-0.780,0.445,-57.556,-33.936,-318.665
-0.611,-0.779,0.531,-45.715,-40.833,-315.491
-0.523,-0.757,0.617,-40.466,-47.485,-310.974
-0.488,-0.773,0.635,-40.710,-59.692,-305.725
-0.437,-0.780,0.629,-43.701,-73.914,-303.040
-0.374,-0.828,0.654,-44.922,-87.158,-300.537
-0.294,-0.862,0.715,-43.335,-97.717,-297.668
-0.224,-0.897,0.792,-41.565,-106.262,-295.105
-0.161,-0.895,0.856,-40.710,-114.929,-289.856
-0.149,-0.919,0.900,-38.879,-122.437,-282.898
-0.092,-0.980,0.950,-34.485,-126.709,-277.832
0.089,-1.024,1.008,-31.250,-125.610,-275.024
0.357,-1.028,1.112,-29.846,-125.916,-269.226
0.560,-1.013,1.132,-31.372,-129.395,-252.869
0.626,-0.999,1.084,-32.593,-132.324,-230.896
0.578,-0.987,1.036,-30.884,-132.751,-212.097
0.549,-0.945,1.027,-24.475,-128.540,-197.144
0.564,-0.912,1.043,-14.832,-123.047,-181.763
0.602,-0.897,1.094,-4.333,-116.943,-167.786
0.638,-0.858,1.164,3.357,-112.122,-156.372
0.734,-0.808,1.278,8.179,-105.042,-142.761
0.812,-0.770,1.404,11.169,-95.276,-126.587
0.876,-0.724,1.507,10.986,-83.374,-109.070
0.915,-0.685,1.547,6.470,-69.824,-91.675
0.927,-0.632,1.543,-1.099,-58.167,-76.843
0.907,-0.559,1.531,-11.658,-52.795,-61.890
0.920,-0.485,1.556,-23.254,-56.274,-46.814
0.916,-0.390,1.549,-39.001,-68.420,-28.625
0.828,-0.295,1.475,-54.626,-82.031,-7.935
0.748,-0.182,1.354,-63.232,-86.670,8.911
0.665,-0.079,1.270,-61.646,-80.322,21.545
0.674,0.045,1.292,-49.805,-67.993,32.410
0.624,0.073,1.315,-30.762,-50.354,40.588
0.834,0.286,1.548,-15.564,-23.254,43.884
0.701,0.221,1.692,-5.188,-14.465,60.852
0.366,0.234,1.688,-6.958,-0.916,67.505
