aX,aY,aZ,gX,gY,gZ
0.701,0.300,-1.286,110.046,-127.319,4.944
1.017,0.338,-1.098,120.728,-121.155,-5.371
1.315,0.383,-0.952,124.329,-119.812,-9.521
1.606,0.410,-0.818,126.404,-125.793,-4.944
1.852,0.449,-0.691,128.174,-135.498,6.714
1.943,0.479,-0.633,129.639,-148.621,30.212
1.840,0.434,-0.588,132.263,-159.912,61.340
1.543,0.401,-0.521,133.911,-169.128,90.576
1.347,0.319,-0.495,139.709,-169.312,109.192
1.270,0.187,-0.482,144.104,-163.513,115.479
1.233,0.073,-0.455,146.362,-157.288,119.385
1.226,-0.039,-0.325,149.475,-148.865,123.413
1.283,-0.146,-0.136,147.461,-134.155,129.333
1.358,-0.166,0.004,136.047,-113.647,139.160
1.461,-0.134,0.074,121.826,-98.206,147.766
1.542,-0.037,0.118,112.122,-97.046,151.245
1.544,0.093,0.166,107.971,-108.826,152.771
1.485,0.184,0.192,107.727,-125.244,158.569
1.334,0.199,0.218,111.877,-142.700,168.762
1.046,0.095,0.205,116.089,-159.546,175.537
0.711,-0.067,0.247,115.417,-166.992,176.575
0.374,-0.190,0.341,102.295,-154.175,175.598
0.134,-0.193,0.369,70.068,-116.455,171.143
0.077,0.009,0.296,27.222,-60.852,162.537
0.230,0.309,0.214,-2.747,-6.897,151.367
0.370,0.623,0.192,-9.949,25.330,137.451
0.440,0.813,0.176,0.244,27.832,122.375
0.505,0.864,0.219,21.057,7.812,109.131
0.444,0.821,0.282,42.297,-24.536,101.135
0.190,0.715,0.291,48.950,-55.664,98.389
-0.086,0.666,0.256,41.870,-68.359,96.741
-0.303,0.670,0.172,28.076,-56.030,90.637
-0.453,0.692,0.131,15.259,-27.954,80.750
-0.491,0.758,0.122,1.953,7.629,70.923
-0.402,0.900,0.116,-12.756,44.556,61.218
-0.245,1.058,0.058,-24.231,71.289,49.927
-0.138,1.181,0.014,-28.198,77.820,37.842
-0.069,1.299,0.009,-24.658,66.711,27.039
-0.008,1.443,-0.015,-18.433,47.302,16.968
-0.002,1.555,-0.066,-9.888,25.452,9.888
-0.024,1.556,-0.123,1.526,4.211,9.521
-0.122,1.528,-0.140,13.367,-11.536,14.648
-0.192,1.414,-0.117,20.569,-18.188,20.081
-0.294,1.373,-0.126,21.118,-10.132,27.466
-0.391,1.344,-0.094,18.677,8.240,32.227
-0.377,1.283,-0.060,15.442,33.081,29.602
-0.275,1.217,-0.026,10.498,54.504,21.790
-0.135,1.206,-0.007,2.930,65.918,11.780
0.036,1.199,-0.042,-4.578,66.589,2.075
0.178,1.222,-0.085,-9.094,57.495,-6.531
0.296,1.246,-0.106,-8.545,40.710,-14.282
0.318,1.256,-0.121,-5.005,20.325,-14.343
0.305,1.260,-0.145,-4.517,6.104,-6.165
0.223,1.262,-0.201,-6.042,3.723,5.615
0.113,1.270,-0.227,-5.981,5.127,16.235
0.017,1.250,-0.218,-3.662,6.775,21.973
-0.064,1.202,-0.201,-1.038,12.695,24.292
-0.092,1.162,-0.166,-2.136,23.682,23.621
-0.087,1.150,-0.160,-7.568,35.767,18.799
-0.064,1.196,-0.155,-14.709,44.861,12.207
-0.003,1.236,-0.177,-19.348,49.866,5.371
0.087,1.261,-0.192,-18.738,46.631,-1.221
0.211,1.257,-0.204,-14.404,33.875,-5.371
0.304,1.260,-0.198,-9.460,14.832,-3.540
0.305,1.276,-0.199,-8.240,-3.723,3.540
0.197,1.302,-0.230,-11.047,-14.893,13.550
0.026,1.327,-0.230,-15.381,-16.113,23.804
-0.099,1.349,-0.206,-22.705,-7.263,31.982
-0.144,1.360,-0.144,-32.776,10.193,38.025
-0.146,1.346,-0.083,-44.434,29.053,42.725
-0.112,1.383,-0.028,-57.678,42.908,44.373
-0.110,1.412,-0.033,-69.702,46.448,42.542
-0.164,1.418,-0.048,-80.017,37.659,38.696
-0.295,1.399,-0.056,-88.440,25.024,35.400

-0.994,1.597,-0.148,-147.766,38.086,20.264
-1.116,1.562,-0.220,-159.241,36.255,15.320
-1.231,1.518,-0.332,-172.485,31.250,7.385
-1.347,1.506,-0.449,-187.256,28.320,-6.104
-1.409,1.515,-0.573,-200.134,36.987,-22.400
-1.415,1.526,-0.654,-206.909,53.040,-37.537
-1.374,1.500,-0.641,-206.543,71.655,-49.988
-1.309,1.379,-0.651,-202.759,88.135,-60.608
-1.244,1.205,-0.591,-195.984,94.543,-75.928
-1.178,0.973,-0.489,-188.538,89.783,-98.572
-1.102,0.716,-0.452,-185.486,81.848,-125.183
-0.980,0.531,-0.505,-187.195,73.303,-157.104
-0.858,0.364,-0.559,-186.890,63.171,-193.298
-0.740,0.210,-0.590,-181.824,54.199,-228.455
-0.630,0.066,-0.625,-174.255,51.025,-256.531
-0.496,-0.185,-0.657,-167.175,57.739,-274.963
-0.305,-0.417,-0.695,-163.330,77.393,-283.447
-0.055,-0.723,-0.716,-159.668,105.469,-280.579
0.289,-1.085,-0.708,-157.654,138.550,-266.602
0.714,-1.272,-0.623,-162.354,174.255,-244.324
1.004,-1.440,-0.517,-171.753,200.562,-219.238
1.182,-1.626,-0.368,-175.415,209.473,-197.388
1.243,-1.967,-0.199,-163.513,181.702,-197.876
1.411,-2.224,0.035,-141.052,137.939,-235.840
1.452,-2.310,0.052,-118.347,82.703,-289.307
1.320,-2.255,-0.114,-107.117,27.954,-329.529
1.193,-2.246,-0.400,-104.431,3.662,-352.173
1.275,-2.507,-0.944,-112.183,32.288,-365.173
2.198,-2.089,-1.718,-156.555,120.789,-375.549
3.164,-0.798,-2.635,-223.694,189.453,-381.592
3.995,1.452,-2.389,-221.497,286.743,-355.347
4.000,2.681,-1.380,-129.822,299.561,-234.436
4.000,1.963,-0.062,10.986,218.933,-42.725
3.703,0.377,0.755,125.122,77.820,140.198
2.522,-1.253,1.048,177.368,-80.322,251.282
1.254,-2.167,0.674,170.776,-213.745,278.564
0.195,-2.275,-0.049,115.845,-308.105,238.464
-0.561,-1.870,-0.714,50.720,-351.318,159.668
-0.901,-1.287,-1.143,3.174,-335.144,86.060
-0.940,-0.839,-1.401,-23.682,-277.283,49.622
-0.791,-0.574,-1.493,-38.025,-204.102,44.556
-0.566,-0.505,-1.491,-44.983,-134.460,52.124
-0.106,-0.540,-1.523,-50.171,-82.214,54.565
0.243,-0.310,-1.542,-55.847,-49.622,59.021
0.550,-0.096,-1.726,-59.509,-41.626,66.650
0.697,0.097,-2.044,-47.058,-57.617,80.688
0.754,0.338,-2.250,-12.268,-94.421,93.018
0.754,0.373,-2.306,40.955,-147.766,97.839
0.865,0.271,-2.208,102.234,-186.340,103.149
0.992,0.126,-2.021,160.278,-198.792,109.802
1.101,-0.010,-1.644,201.233,-208.374,110.229
1.248,-0.085,-1.259,227.173,-214.600,108.826
1.411,-0.123,-0.922,242.554,-212.646,112.061
1.500,-0.169,-0.660,247.925,-211.365,121.460
1.481,-0.249,-0.465,243.530,-212.830,132.690
1.393,-0.269,-0.278,229.309,-208.435,143.372
1.262,-0.247,-0.214,207.031,-194.458,156.372
1.128,-0.197,-0.273,185.730,-177.917,170.227
1.039,-0.162,-0.365,173.706,-163.269,178.284
0.991,-0.117,-0.378,170.349,-150.696,179.199
0.976,-0.068,-0.300,170.288,-142.029,179.504
0.934,0.005,-0.292,166.199,-136.536,181.946
0.948,0.076,-0.335,161.072,-132.812,183.777
0.966,0.134,-0.338,164.490,-131.348,184.326
1.037,0.125,-0.302,174.255,-132.629,184.937
1.125,0.150,-0.240,184.387,-137.390,187.317
1.229,0.199,-0.140,192.017,-143.799,187.500
1.167,0.224,-0.063,199.951,-157.410,189.087
0.976,0.180,0.089,207.581,-177.490,196.167
0.804,0.113,0.243,207.764,-192.505,205.078
0.642,0.043,0.361,200.439,-196.289,210.205
0.482,0.028,0.461,187.866,-189.819,210.205
0.235,-0.001,0.544,172.791,-177.673,206.848
0.028,0.020,0.636,153.076,-160.339,201.294
-0.115,0.176,0.674,126.343,-133.972,191.711
-0.110,0.393,0.679,101.440,-106.201,177.917
-0.060,0.568,0.665,85.205,-86.487,164.978
-0.002,0.673,0.650,75.867,-74.585,156.372
-0.051,0.757,0.653,70.007,-69.458,151.245
-0.160,0.788,0.676,61.768,-64.758,145.142
-0.198,0.781,0.669,50.415,-56.519,135.193
-0.230,0.834,0.661,36.621,-52.063,123.535
-0.508,0.976,0.578,19.592,-53.589,110.107
-0.704,1.180,0.488,6.836,-54.382,90.942
-0.780,1.253,0.356,5.188,-66.406,67.505
-0.826,1.273,0.210,6.592,-83.252,41.809
-0.858,1.337,0.089,8.484,-87.463,17.395
-0.799,1.351,0.042,11.719,-72.754,-1.221
-0.776,1.299,0.014,10.071,-49.072,-8.728
-0.711,1.261,0.038,-0.427,-18.005,-6.348
-0.597,1.281,0.006,-18.005,20.386,-0.122
-0.457,1.348,-0.051,-35.645,60.669,5.371
-0.301,1.395,-0.063,-43.396,88.501,6.836
-0.156,1.422,-0.061,-39.917,95.154,5.310
-0.074,1.392,-0.052,-30.396,80.139,0.000
-0.096,1.303,-0.027,-18.433,50.903,-6.592
-0.215,1.211,-0.028,-9.888,22.888,-15.137
-0.325,1.106,-0.060,-7.324,2.686,-28.015
-0.415,1.058,-0.057,-8.850,-3.479,-42.114
-0.433,1.099,-0.095,-14.832,8.911,-52.551
-0.398,1.152,-0.116,-22.034,31.799,-55.786
-0.343,1.187,-0.139,-27.710,57.007,-50.415
-0.217,1.221,-0.100,-28.625,84.656,-39.917
-0.026,1.235,-0.013,-25.696,109.070,-29.419
0.147,1.252,0.062,-21.790,119.934,-19.958
0.306,1.237,0.138,-15.991,116.699,-12.207
0.419,1.230,0.225,-8.484,102.661,-7.324
0.454,1.202,0.278,-1.526,81.421,-5.432
0.410,1.128,0.346,4.089,55.725,-3.967
0.304,1.042,0.413,5.432,30.762,-4.395
0.173,0.970,0.412,1.221,12.512,-9.155
0.009,0.906,0.397,-5.493,6.775,-14.709
-0.155,0.904,0.371,-16.174,15.503,-18.738
-0.228,0.949,0.310,-32.349,35.156,-21.667
-0.223,0.971,0.250,-47.668,57.495,-22.217
-0.126,0.979,0.211,-59.387,78.064,-20.142
-0.039,1.032,0.170,-69.702,92.773,-18.005
-0.011,1.148,0.107,-78.125,96.436,-18.188
-0.043,1.267,0.010,-78.552,88.318,-21.362

-0.568,1.378,-0.591,-195.129,179.260,-143.494
-0.460,1.348,-0.514,-179.016,153.931,-166.199
-0.379,1.291,-0.459,-164.612,127.319,-186.035
-0.183,1.015,-0.459,-153.992,111.267,-208.923
-0.040,0.873,-0.479,-153.870,100.769,-225.342
0.069,0.905,-0.487,-162.292,92.102,-236.389
0.067,1.045,-0.489,-173.828,85.388,-237.122
0.049,1.185,-0.509,-184.998,87.646,-222.229
0.047,1.264,-0.620,-193.726,106.506,-192.688
0.036,1.210,-0.742,-195.374,132.019,-157.654
0.027,0.995,-0.855,-187.195,148.804,-127.930
0.014,0.729,-0.876,-173.401,156.250,-112.732
-0.044,0.438,-0.854,-160.278,159.363,-110.657
-0.077,0.117,-0.814,-149.963,161.377,-117.798
-0.089,-0.232,-0.820,-144.287,160.217,-133.545
0.036,-0.538,-0.865,-139.282,157.471,-155.579
0.156,-0.918,-1.002,-129.822,148.560,-184.937
0.354,-1.177,-1.048,-120.117,143.250,-224.548
0.686,-1.530,-1.131,-105.713,141.663,-258.484
1.047,-1.824,-1.069,-92.285,145.142,-276.001
1.348,-2.020,-0.830,-85.693,148.254,-279.053
1.534,-2.226,-0.688,-84.229,149.414,-277.527
1.655,-2.287,-0.605,-82.275,148.071,-279.480
1.532,-2.301,-0.753,-78.979,143.250,-294.189
1.787,-2.014,-0.634,-77.576,160.034,-321.106
1.806,-1.865,-0.851,-87.402,165.588,-331.726
2.318,-1.494,-1.328,-114.807,219.421,-327.515
3.354,-0.545,-2.006,-152.039,287.292,-309.753
4.000,1.013,-1.897,-150.757,346.985,-284.302
4.000,2.041,-0.864,-73.486,352.051,-216.309
4.000,1.736,0.434,50.537,274.475,-75.989
3.821,0.457,1.310,140.137,143.250,86.975
2.924,-0.829,1.709,158.203,-0.061,216.919
1.809,-1.810,1.394,126.099,-138.611,285.645
0.713,-2.402,0.674,68.848,-239.380,299.622
-0.544,-2.453,-0.271,-1.099,-312.256,269.470
-1.477,-2.049,-1.113,-68.115,-335.144,213.440
-1.880,-1.356,-1.777,-117.493,-280.334,146.118
-1.821,-0.667,-2.139,-129.456,-187.988,95.337
-1.589,-0.263,-2.268,-108.215,-112.122,67.993
-1.283,-0.123,-2.223,-70.801,-66.589,53.284
-0.939,-0.130,-2.066,-30.884,-44.678,39.490
-0.551,-0.115,-1.865,2.563,-30.701,22.156
-0.187,-0.128,-1.711,27.344,-21.667,9.949
0.270,-0.121,-1.576,43.823,-17.883,3.540
0.711,-0.079,-1.511,54.077,-25.085,1.892
1.149,-0.033,-1.509,60.608,-41.138,2.747
1.460,0.115,-1.556,67.505,-68.970,5.920
1.634,0.221,-1.602,83.069,-107.849,17.517
1.630,0.282,-1.588,107.605,-150.269,39.307
1.455,0.268,-1.476,136.475,-192.383,65.369
1.243,0.083,-1.393,162.720,-228.088,88.257
1.010,-0.137,-1.273,184.998,-244.629,105.469
0.858,-0.268,-1.063,196.472,-237.671,114.685
0.880,-0.316,-0.919,194.153,-210.632,117.798
1.085,-0.311,-0.785,188.293,-176.086,120.117
1.379,-0.244,-0.676,184.082,-145.020,127.075
1.670,-0.208,-0.630,185.425,-132.507,143.127
1.923,-0.233,-0.550,192.810,-141.602,163.696
2.005,-0.159,-0.415,202.209,-168.213,185.913
1.962,-0.088,-0.299,209.656,-197.693,212.708
1.756,-0.050,-0.272,212.891,-231.262,241.333
1.554,-0.057,-0.291,215.454,-265.686,263.184
1.382,-0.182,-0.424,221.741,-297.180,276.001
1.109,-0.308,-0.457,230.042,-323.059,280.151
0.788,-0.444,-0.400,232.483,-332.458,274.414
0.465,-0.531,-0.281,224.426,-311.401,265.869
0.322,-0.539,-0.032,206.055,-257.812,258.606
0.444,-0.437,0.222,183.044,-183.716,251.892
0.651,-0.271,0.452,157.166,-117.920,244.507
0.832,-0.010,0.613,130.371,-82.336,236.694
1.047,0.243,0.691,110.901,-81.970,226.135
1.260,0.416,0.725,104.126,-112.427,214.233
1.180,0.500,0.700,102.295,-162.781,208.740
0.852,0.473,0.562,95.032,-211.670,210.266
0.365,0.421,0.386,80.872,-243.958,213.806
-0.239,0.367,0.268,62.378,-250.488,212.402
-0.677,0.346,0.115,40.527,-223.816,201.782
-0.970,0.404,0.092,16.479,-177.734,182.190
-0.975,0.597,0.146,-5.310,-119.751,161.804
-0.752,0.746,0.227,-15.137,-57.739,147.766
-0.560,0.801,0.323,-14.465,-14.587,144.836
-0.543,0.742,0.383,-13.062,-1.099,145.569
-0.599,0.703,0.431,-14.954,-4.578,136.230
-0.871,0.723,0.567,-22.095,-13.184,115.662
-0.538,0.864,0.235,-43.213,-20.813,79.895
-0.465,0.950,0.157,-58.411,-42.480,48.584
-0.626,1.138,0.025,-65.735,-65.063,37.048
-0.744,1.176,-0.171,-66.162,-78.918,31.738
-0.822,1.156,-0.302,-61.829,-78.003,27.100
-0.902,1.151,-0.379,-57.739,-61.096,20.081
-0.951,1.175,-0.418,-54.626,-31.128,13.794
-0.908,1.148,-0.388,-50.720,6.104,9.338
-0.791,1.116,-0.311,-47.180,41.565,5.798
-0.646,1.066,-0.245,-48.706,65.674,1.465
-0.513,1.085,-0.222,-52.551,76.355,-6.409
-0.383,1.173,-0.260,-54.626,74.524,-20.203
-0.295,1.219,-0.287,-49.438,56.152,-35.156
-0.268,1.218,-0.303,-37.903,30.457,-45.227
-0.224,1.175,-0.301,-24.231,12.085,-50.598
-0.147,1.124,-0.307,-12.512,3.784,-53.040
-0.133,1.099,-0.304,-7.080,0.854,-51.514
-0.129,1.099,-0.282,-7.629,5.371,-45.776
-0.158,1.145,-0.268,-12.695,20.752,-35.706
-0.195,1.218,-0.247,-20.203,44.556,-21.851
-0.159,1.218,-0.216,-23.499,69.397,-8.423
-0.101,1.166,-0.160,-21.912,85.999,-0.671
-0.057,1.140,-0.093,-20.508,91.125,0.549
-0.020,1.138,-0.035,-20.020,88.379,-2.930
0.005,1.174,0.007,-18.005,80.078,-8.789
0.001,1.221,0.058,-11.719,63.110,-17.273
-0.122,1.215,0.082,-4.272,42.053,-24.109
-0.389,1.164,0.115,-2.258,26.855,-26.245
-0.725,1.072,0.194,-7.690,30.884,-24.109
-0.970,1.018,0.268,-24.658,65.918,-20.996
-1.017,0.982,0.276,-52.979,120.605,-21.423
-0.936,0.971,0.177,-86.121,168.213,-26.550
-0.773,0.993,0.011,-115.356,196.655,-37.537
-0.643,1.030,-0.156,-134.277,207.092,-52.246

0.734,-1.322,-0.632,-134.521,115.356,-127.441
0.630,-1.788,-0.447,-118.774,83.801,-140.747
0.632,-2.082,-0.360,-115.540,60.974,-175.720
0.772,-2.299,-0.426,-115.112,41.687,-224.731
0.685,-2.511,-0.717,-112.488,24.536,-276.001
0.973,-2.326,-0.777,-107.300,40.344,-327.393
1.010,-2.117,-1.000,-114.258,42.725,-354.370
1.163,-1.780,-1.273,-126.282,84.290,-363.037
1.775,-1.638,-1.831,-143.921,152.832,-350.281
2.466,-0.659,-2.503,-164.551,237.122,-321.716
3.359,0.327,-2.656,-158.936,320.129,-299.622
4.000,1.359,-2.076,-98.755,352.661,-264.648
3.970,1.711,-0.786,1.404,301.880,-178.528
3.426,1.016,0.611,111.816,206.238,-29.541
2.750,-0.188,1.412,173.035,108.093,140.625
1.909,-1.167,1.672,155.396,3.174,263.672
1.195,-1.842,1.331,93.628,-116.943,298.340
0.421,-2.105,0.358,28.625,-248.108,264.771
-0.554,-1.919,-0.625,-25.696,-356.506,204.895
-1.677,-1.278,-1.606,-74.341,-399.658,142.151
-2.357,-0.702,-2.345,-101.013,-360.107,85.205
-2.503,-0.201,-2.635,-87.341,-236.938,37.170
-2.005,0.005,-2.370,-50.171,-88.623,3.906
-1.174,-0.104,-1.840,-16.235,35.156,-10.132
-0.407,-0.299,-1.364,1.160,108.276,-15.564
0.311,-0.353,-1.052,2.136,132.568,-22.827
0.849,-0.309,-0.879,-4.578,114.441,-27.039
1.292,-0.100,-0.907,-12.451,76.843,-22.827
1.514,0.141,-1.068,-12.756,20.081,-9.888
1.656,0.140,-1.232,4.761,-44.800,7.874
1.621,0.072,-1.383,31.128,-105.652,34.302
1.555,-0.049,-1.461,56.458,-154.236,61.096
1.478,-0.214,-1.519,75.317,-188.110,82.458
1.412,-0.289,-1.517,90.576,-206.116,95.764
1.315,-0.325,-1.483,104.614,-217.407,105.652
1.233,-0.333,-1.453,114.929,-226.440,115.356
1.183,-0.319,-1.393,122.375,-228.516,124.878
1.179,-0.338,-1.360,130.493,-223.938,133.667
1.199,-0.363,-1.294,139.771,-217.224,141.113
1.246,-0.337,-1.145,147.949,-210.632,150.330
1.340,-0.338,-1.018,156.067,-204.712,163.879
1.417,-0.356,-0.891,163.330,-205.200,180.359
1.418,-0.381,-0.819,168.457,-212.708,195.679
1.388,-0.407,-0.740,173.523,-221.497,206.665
1.344,-0.389,-0.679,178.711,-231.628,212.891
1.299,-0.319,-0.564,179.810,-240.479,220.276
1.267,-0.322,-0.562,178.284,-250.305,228.210
1.229,-0.381,-0.526,180.115,-266.785,234.863
1.200,-0.441,-0.400,183.655,-282.776,236.267
1.168,-0.493,-0.274,180.969,-291.992,236.633
1.152,-0.483,-0.202,169.006,-289.856,238.159
1.115,-0.400,-0.146,152.039,-280.273,240.662
1.080,-0.272,-0.086,136.108,-269.958,245.605
0.999,-0.132,-0.078,124.268,-260.803,251.526
0.845,-0.015,-0.066,117.981,-254.333,256.470
0.652,0.009,-0.042,116.577,-253.296,260.437
0.467,-0.040,0.028,116.394,-251.892,262.878
0.340,-0.096,0.085,110.413,-239.990,260.803
0.193,-0.097,0.120,97.412,-219.543,256.104
0.141,-0.080,0.151,81.543,-191.589,250.366
0.163,0.020,0.207,70.862,-161.133,245.239
0.202,0.094,0.330,67.932,-140.015,238.708
0.159,0.108,0.386,66.467,-139.648,231.445
0.073,0.151,0.423,63.416,-151.794,220.581
-0.051,0.267,0.415,57.739,-167.114,198.669
-0.210,0.417,0.349,51.941,-186.096,169.922
-0.385,0.524,0.316,50.049,-203.857,142.395
-0.641,0.623,0.274,44.983,-212.341,122.437
-0.834,0.705,0.200,32.898,-201.599,109.680
-1.058,0.759,0.141,19.470,-173.401,101.379
-1.245,0.823,0.138,7.446,-125.854,96.130
-1.299,0.868,0.178,-3.662,-55.969,92.102
-1.189,0.972,0.190,-17.761,18.860,84.473
-0.966,1.061,0.220,-29.480,77.209,68.909
-0.685,1.135,0.272,-32.776,105.164,48.035
-0.427,1.256,0.341,-32.043,102.539,25.146
-0.227,1.407,0.327,-30.701,72.266,3.601
-0.164,1.482,0.250,-28.259,25.208,-12.878
-0.199,1.516,0.214,-24.048,-18.433,-22.888
-0.250,1.571,0.115,-21.729,-46.753,-28.259
-0.276,1.587,-0.002,-18.616,-61.401,-30.151
-0.333,1.560,-0.057,-14.038,-66.895,-25.574
-0.450,1.525,-0.084,-14.099,-55.054,-14.771
-0.579,1.475,-0.075,-18.616,-21.240,-0.488
-0.654,1.412,-0.034,-27.466,26.489,13.000
-0.617,1.289,0.037,-37.415,79.102,20.142
-0.504,1.167,0.139,-47.058,124.329,20.203
-0.306,1.127,0.223,-61.096,154.480,15.869
-0.098,1.133,0.203,-75.928,164.795,9.338
0.045,1.182,0.168,-82.214,149.963,0.366
0.096,1.217,0.115,-78.003,115.356,-10.437
0.141,1.209,0.059,-66.162,71.106,-21.790
0.132,1.176,0.037,-53.650,27.954,-30.090
0.105,1.198,-0.013,-48.767,0.061,-32.593
0.025,1.261,-0.124,-49.377,-11.414,-26.184
-0.129,1.284,-0.218,-49.744,-11.414,-12.573
-0.365,1.227,-0.198,-46.570,2.625,3.601
-0.581,1.121,-0.139,-48.096,34.485,18.799
-0.759,1.052,-0.105,-59.692,78.125,28.015
-0.777,1.079,-0.043,-77.026,131.531,28.748
-0.656,1.145,0.017,-93.750,179.199,22.217
-0.522,1.204,0.068,-105.896,205.261,10.315
-0.517,1.233,0.076,-112.305,205.078,-1.709
-0.614,1.225,0.126,-112.183,187.988,-9.033
-0.790,1.206,0.157,-113.831,169.678,-16.663
-1.010,1.191,0.134,-119.873,153.809,-25.574
-1.203,1.154,0.029,-127.380,138.245,-37.048
-1.333,1.106,-0.095,-134.888,125.854,-52.856
-1.394,1.138,-0.261,-146.179,128.113,-74.951
-1.299,1.233,-0.405,-157.898,143.066,-99.915
-1.123,1.320,-0.424,-162.292,160.156,-120.972
-0.937,1.313,-0.370,-159.424,169.678,-134.888
-0.755,1.243,-0.288,-154.358,166.138,-145.996
-0.626,1.122,-0.196,-150.757,150.208,-158.081
-0.525,0.964,-0.168,-149.719,126.465,-170.654
-0.458,0.801,-0.178,-151.794,99.792,-187.134
-0.452,0.652,-0.237,-154.053,75.500,-207.947
-0.502,0.511,-0.317,-156.250,57.678,-231.018
-0.537,0.415,-0.387,-162.720,54.626,-254.822

1.124,-2.497,-0.333,-153.931,74.280,-258.911
1.298,-2.420,-0.681,-166.748,33.936,-298.706
1.348,-2.130,-1.007,-165.955,15.015,-335.144
1.216,-1.906,-1.211,-151.733,25.146,-352.722
1.221,-1.769,-1.309,-134.216,68.237,-347.473
1.208,-1.810,-1.475,-124.268,140.808,-337.158
1.312,-1.531,-1.627,-131.348,225.525,-330.322
1.910,-1.253,-1.954,-147.827,298.523,-312.622
2.680,-0.473,-2.234,-160.095,352.722,-297.913
3.415,0.492,-2.005,-134.766,348.999,-271.912
3.684,1.015,-1.387,-62.744,282.471,-212.646
3.438,0.948,-0.541,33.203,168.457,-117.004
2.885,0.401,0.169,101.868,40.710,-3.113
2.049,-0.302,0.602,124.084,-72.021,101.990
1.270,-0.871,0.538,110.168,-157.227,166.687
0.628,-1.153,0.182,79.224,-221.497,180.359
0.163,-1.230,-0.285,49.927,-259.155,161.438
-0.174,-1.214,-0.671,23.315,-264.832,135.925
-0.391,-1.152,-0.901,-2.991,-233.704,117.310
-0.371,-1.044,-0.978,-28.442,-168.335,109.253
-0.145,-0.919,-1.028,-50.049,-92.163,109.985
0.340,-0.773,-1.040,-64.514,-27.222,115.356
0.664,-0.539,-1.153,-70.251,0.305,123.718
0.894,-0.332,-1.281,-65.063,-11.536,138.672
1.041,-0.193,-1.505,-45.105,-47.180,155.457
1.076,-0.156,-1.708,-10.803,-100.952,172.424
0.978,-0.279,-1.835,35.828,-165.161,187.866
0.782,-0.415,-1.777,82.825,-228.394,194.336
0.683,-0.616,-1.670,117.249,-275.146,187.500
0.444,-0.624,-1.524,135.315,-291.992,173.096
0.340,-0.626,-1.425,143.127,-268.494,163.574
0.252,-0.577,-1.233,143.372,-231.934,157.104
0.268,-0.479,-0.984,138.550,-189.209,150.269
0.436,-0.384,-0.808,133.545,-144.409,146.118
0.699,-0.266,-0.686,133.484,-108.948,144.165
1.026,-0.128,-0.577,139.160,-91.553,143.860
1.299,-0.036,-0.512,149.780,-96.191,147.034
1.463,0.036,-0.447,164.551,-121.399,153.809
1.583,0.036,-0.404,181.946,-157.104,164.978
1.666,-0.027,-0.368,200.073,-196.472,181.763
1.728,-0.106,-0.309,214.172,-234.009,202.820
1.674,-0.207,-0.269,222.046,-266.479,223.572
1.497,-0.284,-0.256,223.083,-294.006,240.906
1.292,-0.283,-0.260,218.201,-315.796,251.831
1.033,-0.218,-0.289,208.313,-329.712,256.897
0.792,-0.075,-0.264,197.998,-335.083,256.348
0.568,0.051,-0.195,191.101,-338.745,253.296
0.392,0.144,-0.106,188.293,-337.952,247.803
0.296,0.198,0.024,184.631,-331.177,241.760
0.194,0.240,0.178,176.453,-314.880,238.220
0.100,0.306,0.294,162.781,-288.391,236.816
0.036,0.371,0.393,147.583,-253.784,234.253
-0.033,0.423,0.557,132.202,-215.515,230.286
-0.166,0.522,0.669,113.159,-180.786,225.281
-0.235,0.661,0.687,92.224,-153.992,214.722
-0.373,0.703,0.707,77.209,-142.029,198.853
-0.411,0.762,0.722,69.031,-131.592,176.147
-0.446,0.808,0.712,62.073,-135.620,152.649
-0.468,0.907,0.711,52.551,-147.278,129.395
-0.552,0.972,0.707,41.321,-151.001,112.671
-0.704,0.979,0.709,31.067,-137.512,105.469
-0.863,0.997,0.653,17.395,-112.305,100.525
-0.930,1.029,0.532,0.488,-79.407,88.623
-0.894,1.130,0.444,-12.268,-45.654,68.787
-0.815,1.195,0.416,-17.822,-18.127,45.959
-0.691,1.200,0.374,-22.339,-2.380,25.696
-0.576,1.202,0.304,-28.076,6.775,9.277
-0.470,1.212,0.208,-34.546,13.489,-5.310
-0.349,1.312,0.124,-39.856,17.517,-18.188
-0.169,1.424,0.053,-38.635,18.250,-25.879
-0.046,1.439,0.000,-26.855,13.245,-23.865
-0.031,1.378,0.019,-12.146,3.357,-13.367
-0.088,1.278,0.060,-2.502,-2.686,-0.793
-0.159,1.179,0.083,-0.854,0.488,7.507
-0.207,1.090,0.148,-2.930,10.193,9.766
-0.220,1.001,0.195,-7.446,23.254,7.568
-0.231,0.940,0.225,-16.418,36.743,3.235
-0.194,0.935,0.234,-29.541,51.392,-1.343
-0.160,0.976,0.196,-43.213,62.866,-4.639
-0.107,1.029,0.135,-51.697,68.115,-8.423
-0.005,1.056,0.109,-52.734,67.017,-11.169
0.099,1.073,0.102,-50.171,61.401,-10.498
0.117,1.107,0.110,-48.096,55.298,-4.089
0.094,1.107,0.125,-46.204,52.246,5.798
0.065,1.079,0.146,-42.419,51.636,16.296
0.082,1.051,0.170,-36.865,50.842,21.667
0.102,1.011,0.187,-29.114,44.556,20.508
0.095,0.983,0.219,-20.813,30.762,16.296
