aX,aY,aZ,gX,gY,gZ
0.130,-0.351,1.900,-132.568,-19.165,7.996
0.054,-0.304,1.896,-145.264,-23.315,7.141
0.054,-0.296,1.849,-154.236,-25.635,4.700
0.110,-0.297,1.839,-159.119,-32.471,1.038
0.116,-0.346,1.837,-161.194,-43.579,0.305
0.129,-0.375,1.817,-163.147,-50.415,-1.831
0.122,-0.351,1.782,-167.236,-54.321,-4.944
0.115,-0.336,1.745,-168.640,-59.631,-9.216
0.108,-0.305,1.710,-165.894,-64.026,-13.062
0.111,-0.297,1.683,-164.001,-64.453,-15.259
0.123,-0.282,1.663,-165.466,-61.462,-14.343
0.118,-0.279,1.615,-171.082,-57.800,-11.658
0.113,-0.256,1.547,-178.040,-54.077,-8.545
0.096,-0.245,1.451,-180.176,-51.270,-5.737
0.058,-0.266,1.373,-180.298,-50.598,-2.197
-0.014,-0.300,1.317,-181.274,-46.814,1.709
-0.040,-0.328,1.277,-184.143,-37.537,3.418
-0.077,-0.326,1.216,-188.904,-27.893,3.235
-0.084,-0.307,1.132,-191.650,-20.569,0.916
-0.078,-0.261,1.084,-191.040,-18.005,-3.235
0.018,-0.243,1.116,-187.805,-17.090,-7.935
-0.184,-0.244,0.973,-185.425,-18.555,-11.841
-0.193,-0.184,0.892,-177.368,-4.395,-18.982
-0.305,-0.221,0.782,-167.847,14.160,-25.635
-0.209,-0.252,0.631,-156.677,52.551,-38.879
-0.078,-0.093,0.609,-154.419,72.632,-46.997
0.109,-0.096,0.569,-147.827,66.345,-43.579
0.129,-0.009,0.701,-146.851,24.719,-33.630
0.057,-0.009,0.662,-144.836,-25.940,-25.269
-0.000,-0.018,0.593,-134.155,-51.514,-23.682
-0.107,-0.052,0.498,-124.817,-59.021,-26.306
-0.221,-0.104,0.426,-120.056,-54.382,-32.593
-0.242,-0.112,0.383,-119.690,-41.443,-41.504
-0.362,-0.135,0.265,-119.690,-23.010,-55.359
-0.326,-0.030,0.246,-114.319,9.460,-73.914
-0.207,0.032,0.263,-108.887,28.137,-85.571
-0.180,0.027,0.242,-104.919,30.701,-94.055
-0.038,0.132,0.308,-97.229,41.626,-104.553
0.141,0.300,0.301,-87.891,53.284,-106.812
0.333,0.391,0.305,-75.439,49.927,-98.511
0.470,0.448,0.382,-61.768,28.870,-82.397
0.503,0.524,0.457,-54.199,6.104,-61.279
0.458,0.493,0.549,-52.368,-4.395,-35.400
0.423,0.526,0.513,-60.364,-3.784,-11.780
0.421,0.568,0.496,-69.702,1.587,10.681
0.319,0.541,0.516,-72.388,-2.258,30.151
0.237,0.491,0.528,-69.946,-3.784,39.612
0.151,0.497,0.503,-65.247,-0.793,39.856
0.123,0.503,0.548,-54.871,5.188,35.339
0.088,0.482,0.585,-46.692,3.296,31.494
0.052,0.471,0.630,-41.443,1.648,27.832
0.021,0.482,0.666,-38.269,2.319,24.170
-0.015,0.469,0.677,-35.950,6.226,23.376
-0.041,0.464,0.652,-36.743,11.780,24.597
-0.010,0.477,0.589,-39.551,16.113,26.489
-0.088,0.522,0.512,-40.955,16.113,28.809
-0.069,0.572,0.452,-43.213,14.343,27.649
-0.014,0.551,0.472,-41.809,12.634,27.344
0.043,0.511,0.521,-43.152,12.085,32.227
-0.005,0.462,0.569,-48.706,10.193,40.039
0.016,0.422,0.568,-55.420,3.662,41.016
0.001,0.398,0.518,-60.303,-6.592,37.231
-0.064,0.395,0.434,-62.134,-21.179,28.809
-0.148,0.374,0.341,-58.777,-35.522,15.930
-0.213,0.354,0.250,-52.795,-41.321,-0.122
-0.326,0.371,0.197,-49.561,-39.551,-19.043
-0.479,0.420,0.230,-51.819,-35.400,-43.274
-0.365,0.348,0.239,-59.387,-23.560,-70.435
-0.133,0.349,0.325,-73.792,-3.784,-91.675

0.311,-0.469,1.883,180.908,62.073,-30.640
0.170,-0.273,1.770,172.241,39.368,-31.433
0.414,-0.289,1.785,169.067,26.978,-25.330
0.272,-0.237,1.834,158.386,0.854,-15.381
0.220,-0.209,1.786,153.931,-1.465,-8.423
0.256,-0.195,1.839,149.658,2.808,-3.235
0.158,-0.172,1.879,140.320,0.549,1.282
0.103,-0.165,1.913,133.362,4.944,4.883
0.063,-0.196,1.936,127.625,9.216,8.484
0.035,-0.255,1.980,120.361,11.963,9.827
0.030,-0.308,2.005,109.070,11.292,7.324
0.063,-0.286,2.001,96.313,6.653,0.488
0.083,-0.221,1.926,83.252,-1.709,-6.409
0.090,-0.157,1.835,73.059,-9.033,-11.719
0.091,-0.130,1.741,66.040,-13.611,-13.855
0.097,-0.134,1.648,59.937,-13.245,-14.099
0.074,-0.108,1.572,54.749,-9.583,-13.611
0.089,-0.137,1.521,51.208,-3.906,-12.207
0.098,-0.137,1.498,46.265,-0.427,-10.498
0.134,-0.164,1.468,41.138,3.662,-7.324
0.151,-0.186,1.420,36.194,5.920,-4.944
0.174,-0.208,1.401,32.654,7.874,-3.540
0.207,-0.199,1.384,27.466,9.827,-2.991
0.200,-0.197,1.318,19.836,9.216,0.061
0.204,-0.210,1.273,14.893,10.559,4.211
0.205,-0.253,1.247,12.390,10.132,6.714
0.165,-0.283,1.229,11.536,8.789,5.188
0.141,-0.305,1.178,10.864,8.362,2.258
0.106,-0.321,1.127,9.033,8.057,-0.488
0.074,-0.342,1.076,8.423,8.301,-3.296
0.037,-0.365,1.031,8.972,10.315,-6.958
0.075,-0.346,1.091,8.362,16.907,-10.254
0.104,-0.375,1.068,6.592,21.057,-11.353
0.123,-0.373,1.052,-0.793,27.527,-11.658
0.195,-0.328,1.074,-8.606,33.997,-10.498
0.263,-0.346,1.112,-10.986,30.945,-7.812
0.229,-0.335,1.065,-14.282,23.621,-1.160
0.247,-0.319,1.031,-21.118,24.109,0.427
0.279,-0.439,0.900,-27.466,20.996,5.859
0.230,-0.340,0.973,-44.922,3.540,18.250
0.154,-0.271,1.020,-60.913,-7.568,23.315
0.076,-0.253,0.958,-60.974,0.671,21.484
0.109,-0.190,0.949,-41.687,17.212,19.165
0.201,-0.265,0.997,-16.113,22.461,18.494
0.153,-0.357,1.001,-1.709,12.146,16.846
0.109,-0.429,0.972,2.502,2.258,13.123
0.087,-0.424,0.969,0.244,-4.517,6.287
0.085,-0.358,0.956,-1.953,-4.822,-1.526
0.095,-0.305,0.955,0.305,-3.784,-5.066
0.118,-0.293,0.961,5.493,-4.211,-4.395
0.127,-0.319,0.962,10.132,-4.944,-3.113
0.120,-0.344,0.965,10.742,-5.310,-0.916
0.110,-0.354,0.944,8.606,-4.089,1.221
0.107,-0.343,0.929,5.432,-0.854,2.563
0.119,-0.338,0.916,2.380,3.662,5.188
0.136,-0.356,0.923,1.953,6.042,9.399
0.128,-0.377,0.906,3.723,3.662,11.902
0.097,-0.360,0.916,6.958,-0.366,13.123
0.066,-0.381,0.928,9.827,-3.540,12.756
0.041,-0.411,0.927,8.850,-3.967,11.902
0.032,-0.406,0.911,6.470,-4.150,10.498
0.018,-0.397,0.887,4.028,-3.296,8.179
0.008,-0.394,0.897,2.686,-0.732,6.226
0.036,-0.397,0.930,2.258,2.136,5.371
0.069,-0.391,0.942,1.648,5.371,5.371
0.103,-0.377,0.966,0.549,6.165,6.409
0.116,-0.354,0.986,-0.610,5.249,6.836
0.129,-0.292,1.022,1.221,2.747,5.188
0.139,-0.246,1.115,5.310,1.343,1.709
0.167,-0.209,1.182,7.690,2.502,0.061
0.221,-0.132,1.236,10.437,1.831,0.366
0.311,-0.139,1.198,13.855,-3.479,0.732
0.269,-0.035,1.317,16.907,-22.095,6.531
0.318,0.064,1.270,9.399,-44.800,8.911
0.150,0.118,1.459,6.287,-62.012,10.986
0.067,0.085,1.577,6.775,-59.814,12.695
0.043,-0.011,1.663,2.991,-42.786,16.602
0.063,-0.081,1.687,-9.033,-26.489,19.531
0.096,-0.103,1.679,-20.630,-20.020,19.409
0.079,-0.127,1.715,-28.442,-22.339,15.930
0.053,-0.151,1.714,-36.560,-26.917,9.399
0.040,-0.081,1.686,-45.898,-28.381,1.343
0.063,-0.055,1.696,-54.504,-26.733,-2.258
0.083,-0.043,1.699,-63.904,-24.719,-2.808
0.150,-0.016,1.655,-71.411,-21.362,-2.136
0.147,-0.025,1.698,-74.951,-22.949,-0.061
0.136,-0.030,1.732,-78.613,-27.100,2.502
0.132,-0.051,1.724,-82.153,-27.039,5.371
0.101,-0.051,1.750,-86.731,-28.748,8.545
0.086,-0.059,1.776,-90.820,-30.212,12.390
0.061,-0.114,1.809,-94.055,-32.471,15.320
0.012,-0.196,1.887,-99.915,-34.729,17.151
-0.045,-0.258,1.858,-111.389,-35.522,18.616
-0.047,-0.296,1.810,-121.216,-33.813,15.503
-0.073,-0.332,1.756,-128.723,-35.400,9.338
-0.087,-0.329,1.689,-135.559,-38.330,2.869
-0.096,-0.315,1.620,-139.954,-39.307,-3.967
-0.105,-0.285,1.577,-143.494,-37.476,-9.949
-0.064,-0.267,1.544,-146.118,-34.119,-13.367
-0.053,-0.263,1.504,-147.461,-30.090,-14.587
-0.063,-0.257,1.469,-148.621,-26.306,-14.343
-0.077,-0.245,1.420,-150.146,-21.973,-13.611
-0.097,-0.244,1.375,-151.367,-17.883,-13.916
-0.172,-0.206,1.350,-152.771,-13.306,-14.221
-0.128,-0.211,1.364,-152.466,-1.099,-13.916
-0.073,-0.237,1.367,-151.489,8.972,-14.526
-0.035,-0.233,1.392,-153.381,11.597,-16.602
-0.089,-0.175,1.377,-157.532,6.897,-15.564
-0.114,-0.168,1.294,-158.264,8.301,-13.733
-0.097,-0.198,1.204,-157.837,12.024,-12.756
-0.140,-0.184,1.143,-158.936,11.475,-11.841
-0.210,-0.209,1.029,-157.532,10.437,-12.573
-0.452,-0.181,0.959,-154.663,18.738,-15.747
-0.477,-0.191,1.000,-146.423,47.607,-25.696
-0.304,-0.264,0.842,-141.846,89.050,-39.917
-0.293,-0.337,0.666,-138.855,130.127,-50.476
-0.067,-0.283,0.474,-146.240,150.024,-56.213
0.106,-0.122,0.597,-152.283,127.502,-48.950
0.167,-0.281,0.706,-132.751,84.717,-44.312

1.049,-0.076,0.099,57.434,1.770,288.757
0.888,0.075,-0.062,57.800,-57.922,184.021
0.981,0.380,-0.031,73.486,-45.593,58.655
0.900,0.328,0.173,76.538,-40.771,-26.672
0.585,0.249,0.254,52.612,-82.214,-63.538
0.292,0.204,0.233,11.597,-133.789,-78.674
0.217,-0.050,0.681,-23.071,-155.396,-88.379
0.325,0.053,0.638,-81.909,-122.437,-78.369
0.303,0.296,0.312,-142.761,-80.200,-60.547
0.261,0.380,0.331,-128.296,-75.500,-68.787
0.380,0.422,0.412,-101.990,-53.345,-70.435
0.452,0.424,0.401,-86.609,-36.499,-57.800
0.586,0.349,0.383,-74.219,-33.203,-47.668
0.750,0.240,0.389,-59.753,-39.185,-37.781
0.748,0.052,0.429,-47.119,-43.152,-23.560
0.695,-0.108,0.501,-40.161,-43.518,-15.442
0.721,-0.132,0.478,-39.185,-39.734,-18.066
0.665,-0.008,0.478,-36.987,-34.302,-21.790
0.589,0.127,0.473,-31.006,-25.818,-23.132
0.562,0.200,0.495,-22.400,-17.822,-24.597
0.601,0.221,0.517,-13.123,-10.620,-23.926
0.587,0.214,0.539,-8.301,-1.404,-15.808
0.576,0.209,0.552,-6.775,14.832,-5.005
0.587,0.208,0.544,-5.920,31.372,1.953
0.614,0.203,0.534,-3.479,43.457,4.822
0.668,0.197,0.526,-1.221,48.218,5.615
0.721,0.180,0.515,-1.099,43.030,7.629
0.738,0.162,0.489,-2.319,29.541,9.338
0.704,0.138,0.447,-1.282,15.808,8.545
0.646,0.107,0.425,2.258,8.362,3.174
0.624,0.097,0.416,3.784,6.592,-5.371
0.667,0.135,0.401,1.892,7.385,-13.855
0.718,0.170,0.374,2.258,6.470,-19.348
0.726,0.188,0.370,6.104,3.113,-19.714
0.745,0.187,0.368,9.888,-3.052,-18.127
0.743,0.176,0.381,12.085,-11.536,-16.052
0.753,0.172,0.411,11.902,-22.400,-15.808
0.758,0.163,0.437,9.888,-35.767,-16.174
0.734,0.149,0.478,8.118,-46.509,-16.174
0.693,0.122,0.534,6.836,-54.321,-15.869
0.684,0.084,0.600,3.601,-60.547,-14.771
0.692,0.045,0.646,-3.479,-64.697,-12.024
0.697,0.005,0.696,-15.686,-63.599,-4.395
0.665,0.004,0.807,-31.311,-52.490,5.737
0.689,0.048,0.817,-41.443,-26.245,14.465
0.673,0.066,0.683,-32.288,1.770,17.029
0.626,0.095,0.553,-23.560,18.250,17.212
0.567,0.139,0.475,-25.818,25.330,17.944
0.523,0.186,0.413,-33.447,29.541,20.691
0.471,0.231,0.358,-38.574,33.752,23.865
0.466,0.256,0.330,-37.415,37.231,26.611
0.536,0.271,0.322,-30.518,35.156,28.137
0.591,0.249,0.316,-19.592,25.513,29.602
0.666,0.205,0.360,-7.263,8.423,28.198
0.695,0.101,0.393,4.517,-14.465,21.118
0.742,0.019,0.452,13.733,-32.471,4.944
0.679,-0.023,0.506,20.691,-38.696,-11.536
0.559,-0.041,0.530,24.902,-38.269,-18.738
0.506,-0.018,0.497,22.461,-34.607,-19.531
0.446,-0.005,0.454,15.930,-28.687,-20.142
0.353,0.044,0.393,6.714,-20.630,-22.095
0.271,0.100,0.353,-1.526,-8.301,-23.743
0.216,0.155,0.322,-7.263,4.517,-20.508
0.174,0.186,0.287,-10.254,12.329,-11.597
0.177,0.178,0.260,-7.996,15.991,-2.380
0.209,0.145,0.238,-2.258,14.282,4.456
0.217,0.099,0.232,5.676,8.789,8.057
0.253,0.060,0.241,12.329,3.296,8.057
0.284,-0.021,0.270,17.029,-5.371,5.920
0.333,-0.077,0.270,17.761,-19.470,0.183
0.375,-0.105,0.261,17.151,-33.691,-6.714
0.372,-0.124,0.292,18.982,-44.250,-13.245
0.387,-0.119,0.319,19.592,-51.758,-16.785
0.454,-0.098,0.344,18.616,-57.617,-15.137
0.446,-0.092,0.354,18.188,-65.002,-7.263
0.417,-0.091,0.396,19.592,-69.702,2.014
0.389,-0.080,0.467,25.269,-69.641,8.545
0.357,-0.077,0.542,38.025,-63.782,9.766
0.376,-0.099,0.534,53.162,-52.246,6.775
0.448,-0.156,0.506,66.162,-57.861,2.808
0.514,-0.196,0.600,74.158,-51.208,2.869
0.484,-0.176,0.568,65.430,-30.212,9.277
0.451,-0.176,0.546,48.523,-12.634,20.630
0.413,-0.165,0.543,33.569,-9.094,27.588
0.369,-0.145,0.550,23.071,-15.808,29.968
0.397,-0.169,0.667,21.240,-21.484,27.710
0.453,-0.119,0.770,36.743,-31.128,10.437
0.454,-0.111,0.740,71.960,-45.715,-22.156
0.496,-0.177,0.741,107.300,-44.617,-52.185
0.505,-0.206,0.742,116.455,-37.964,-65.613
0.523,-0.241,0.771,115.845,-35.461,-71.045
0.572,-0.271,0.823,117.920,-32.410,-75.500
0.618,-0.273,0.851,117.249,-25.818,-78.430
0.649,-0.267,0.865,117.126,-17.090,-76.904
0.665,-0.262,0.878,123.169,-9.583,-71.045
0.692,-0.268,0.910,129.272,-6.104,-65.979
0.718,-0.309,0.946,131.226,-7.507,-62.744
0.721,-0.365,1.015,131.042,-7.812,-61.768
0.729,-0.327,0.983,125.244,-8.057,-61.523
0.745,-0.316,1.032,114.685,-8.850,-63.293
0.764,-0.354,1.045,113.892,1.160,-59.387
0.816,-0.349,0.990,118.286,3.723,-57.922
0.796,-0.448,1.047,121.277,-5.981,-56.702
0.728,-0.503,1.129,116.943,9.155,-50.598
0.769,-0.530,1.031,106.934,23.926,-47.363
0.908,-0.517,1.054,102.234,16.235,-48.767
0.765,-0.565,1.106,99.670,-7.874,-37.659
0.748,-0.576,1.249,92.651,-1.099,-28.015
0.778,-0.557,1.141,88.013,13.367,-37.415
0.857,-0.525,1.068,87.952,10.620,-45.776
0.838,-0.486,1.088,83.313,-1.343,-46.204
0.822,-0.509,1.079,79.529,-9.705,-39.551
0.817,-0.509,1.126,76.294,-16.235,-30.029
0.794,-0.538,1.150,73.853,-14.282,-20.203
0.794,-0.574,1.114,64.697,-10.864,-8.911
0.802,-0.603,1.126,54.504,-8.423,-0.854
0.807,-0.622,1.133,46.143,-5.920,4.517
0.770,-0.582,1.106,37.476,0.732,6.104
0.731,-0.568,1.099,26.611,11.414,7.263

0.798,-0.436,1.323,-30.945,-27.710,14.893
0.763,-0.426,1.298,-40.039,-30.884,15.808
0.727,-0.398,1.294,-47.485,-34.363,15.442
0.692,-0.382,1.280,-53.040,-36.682,15.503
0.676,-0.360,1.272,-58.105,-36.682,17.639
0.643,-0.313,1.275,-62.073,-34.180,20.935
0.658,-0.280,1.294,-64.392,-29.968,22.583
0.693,-0.286,1.324,-63.904,-27.100,25.024
0.746,-0.298,1.350,-62.500,-26.428,29.114
0.766,-0.318,1.371,-61.523,-28.625,34.790
0.760,-0.302,1.386,-60.425,-35.645,39.856
0.708,-0.273,1.425,-60.181,-43.579,39.063
0.697,-0.374,1.438,-62.622,-49.316,34.912
0.657,-0.422,1.457,-69.946,-50.659,38.696
0.610,-0.434,1.492,-79.773,-46.875,45.593
0.580,-0.421,1.518,-91.248,-39.124,50.659
0.542,-0.409,1.556,-101.318,-29.480,54.077
0.568,-0.422,1.569,-108.582,-22.461,54.321
0.548,-0.456,1.562,-113.159,-20.630,53.589
0.513,-0.471,1.555,-117.371,-22.339,51.147
0.444,-0.482,1.527,-122.253,-22.827,48.157
0.395,-0.486,1.500,-127.319,-18.799,45.898
0.375,-0.476,1.457,-131.653,-11.353,44.067
0.362,-0.446,1.400,-134.399,-3.296,42.969
0.371,-0.412,1.328,-134.460,3.601,41.565
0.354,-0.378,1.252,-131.775,7.507,40.222
0.322,-0.344,1.203,-127.014,10.620,40.283
0.294,-0.343,1.158,-121.887,16.785,41.016
0.264,-0.357,1.115,-117.859,25.940,40.344
0.371,-0.333,1.087,-114.746,33.936,37.903
0.403,-0.354,1.079,-113.525,34.424,38.025
0.359,-0.341,1.077,-114.502,32.410,39.612
0.328,-0.339,1.062,-117.554,32.959,42.725
0.322,-0.339,0.996,-123.047,34.180,44.861
0.278,-0.328,0.908,-129.700,31.250,44.006
0.204,-0.287,0.812,-135.132,27.466,39.490
0.108,-0.221,0.700,-135.315,27.771,32.959
0.088,-0.117,0.656,-131.409,37.903,24.353
-0.083,-0.052,0.574,-124.634,53.589,17.151
-0.097,-0.014,0.439,-112.183,84.412,10.925
-0.008,-0.008,0.374,-99.121,113.098,1.709
0.064,0.073,0.397,-82.886,135.376,-13.306
0.206,0.120,0.435,-60.913,152.588,-27.893
0.359,0.079,0.458,-41.199,158.569,-33.386
0.534,0.029,0.444,-23.682,151.794,-31.250
0.589,0.005,0.542,-18.311,123.230,-26.062
0.589,-0.071,0.645,-15.686,95.276,-16.907
0.551,-0.091,0.695,-15.381,75.134,-6.531
0.447,-0.117,0.687,-18.066,62.317,-0.977
0.367,-0.166,0.633,-23.193,60.852,3.113
0.338,-0.187,0.606,-28.687,66.956,3.540
0.298,-0.163,0.530,-32.471,75.012,1.892
0.294,-0.183,0.478,-33.630,81.055,0.610
0.318,-0.184,0.453,-34.302,89.233,-4.089
0.304,-0.128,0.433,-36.743,92.957,-9.399
0.319,-0.028,0.395,-40.344,93.689,-12.512
0.372,0.091,0.352,-42.847,88.989,-12.329
0.390,0.095,0.301,-42.664,79.224,-11.353
0.429,0.116,0.265,-35.950,74.158,-8.301
0.447,0.127,0.214,-30.518,66.284,-2.502
0.462,0.118,0.173,-25.635,57.800,1.770
0.458,0.107,0.164,-19.104,52.551,5.310
0.494,0.116,0.182,-11.963,54.871,7.751
0.550,0.123,0.203,-4.761,59.448,9.827
0.605,0.139,0.226,2.319,60.547,13.245
0.639,0.140,0.252,9.705,56.091,17.883
0.613,0.135,0.302,17.212,46.570,22.522
0.578,0.102,0.366,22.400,35.645,25.635
0.552,0.069,0.400,22.827,24.353,28.809
0.495,0.076,0.399,17.395,14.160,32.776
0.394,0.102,0.400,9.460,4.517,35.889
0.317,0.096,0.398,3.174,3.418,37.903
0.250,0.103,0.366,-3.174,8.545,38.818
0.216,0.113,0.326,-9.399,15.808,37.781
0.224,0.121,0.267,-13.062,23.071,34.546
0.251,0.156,0.223,-13.855,29.114,30.334
0.255,0.209,0.189,-11.597,33.752,25.818
0.254,0.264,0.170,-5.493,36.194,19.897
0.236,0.292,0.171,1.892,36.499,13.794
0.252,0.297,0.199,8.484,37.292,8.606
0.284,0.263,0.237,13.489,39.246,4.761
0.309,0.232,0.263,14.343,40.344,3.235
0.327,0.217,0.276,11.230,40.710,2.319
0.352,0.232,0.271,7.324,41.321,0.061
0.394,0.254,0.263,4.639,40.771,-3.296
0.419,0.270,0.262,4.211,37.415,-7.324
0.431,0.269,0.255,5.005,33.875,-11.475
0.446,0.268,0.246,6.836,32.410,-14.893
0.480,0.274,0.247,9.644,32.776,-17.212
0.529,0.270,0.255,13.855,32.959,-18.921
0.581,0.268,0.284,18.127,31.189,-20.142
0.596,0.224,0.306,22.766,24.719,-21.790
0.606,0.282,0.362,26.245,15.930,-24.292
0.561,0.292,0.397,25.452,10.010,-21.729
0.524,0.250,0.408,22.095,9.338,-16.846
0.519,0.207,0.394,16.602,13.123,-11.536
0.518,0.191,0.366,12.451,17.334,-8.789
0.502,0.195,0.336,9.460,19.714,-9.155
0.463,0.188,0.327,7.141,21.423,-10.681
0.440,0.221,0.332,5.920,25.879,-12.085
0.410,0.211,0.304,4.578,34.851,-12.085
0.415,0.198,0.287,4.211,44.312,-13.428
0.439,0.202,0.259,4.761,48.523,-17.273
0.461,0.209,0.244,8.362,47.180,-21.606
0.464,0.224,0.244,13.123,43.762,-25.146
0.490,0.220,0.270,18.127,41.565,-27.771
0.540,0.188,0.292,23.926,39.063,-28.442
0.568,0.147,0.314,29.419,33.875,-27.588
0.584,0.117,0.349,32.959,29.541,-26.367
0.596,0.088,0.370,33.630,27.893,-24.780
0.609,0.047,0.367,31.677,25.269,-22.644
0.572,0.037,0.377,30.029,19.348,-19.104
0.498,0.028,0.382,25.208,11.597,-16.968
0.431,0.046,0.334,20.630,4.089,-20.142
0.360,0.085,0.306,18.066,1.953,-25.513
0.329,0.104,0.294,17.883,4.883,-31.189
0.359,0.062,0.285,19.470,11.169,-37.598
0.370,0.016,0.296,21.606,19.226,-43.091
0.529,-0.070,0.274,25.024,28.137,-47.913

1.294,-0.273,1.022,-55.481,37.170,13.428
1.339,-0.269,1.034,-61.096,38.330,10.925
1.412,-0.266,1.056,-66.833,38.269,10.986
1.420,-0.298,1.059,-74.951,36.316,17.456
1.388,-0.344,1.020,-84.778,35.828,27.832
1.358,-0.382,0.967,-92.285,36.621,34.485
1.319,-0.394,0.916,-98.267,35.889,38.330
1.274,-0.379,0.873,-101.135,34.241,40.466
1.267,-0.389,0.850,-100.342,31.616,41.077
1.246,-0.382,0.839,-97.168,28.870,41.748
1.210,-0.394,0.821,-93.994,24.902,45.654
1.191,-0.410,0.832,-92.224,18.127,48.218
1.203,-0.411,0.846,-90.942,15.137,49.500
1.185,-0.421,0.855,-89.417,11.841,51.086
1.190,-0.434,0.889,-88.013,10.498,53.040
1.181,-0.456,0.904,-86.365,8.240,54.871
1.133,-0.469,0.882,-87.280,6.287,56.213
1.089,-0.467,0.854,-89.355,6.348,56.152
1.072,-0.448,0.841,-90.637,10.193,56.396
1.056,-0.439,0.819,-93.384,19.531,61.035
1.054,-0.437,0.802,-96.619,31.555,70.374
1.086,-0.398,0.799,-99.854,44.922,81.726
1.079,-0.371,0.800,-100.464,55.115,93.445
1.056,-0.375,0.799,-97.412,60.852,103.882
1.032,-0.399,0.809,-92.590,60.242,111.450
0.980,-0.470,0.828,-87.830,55.847,115.784
0.881,-0.541,0.837,-84.167,49.927,118.835
0.775,-0.576,0.836,-85.022,44.617,119.080
0.734,-0.581,0.814,-89.844,41.748,116.211
0.629,-0.546,0.787,-94.849,41.077,112.183
0.500,-0.504,0.695,-98.206,38.879,106.689
0.457,-0.545,0.628,-101.135,27.771,101.013
0.432,-0.583,0.561,-102.112,24.902,87.830
0.395,-0.495,0.463,-103.027,25.513,71.106
0.421,-0.361,0.406,-104.858,21.240,65.125
0.462,-0.271,0.373,-104.919,15.686,65.613
0.499,-0.202,0.339,-100.647,12.451,68.604
0.466,-0.162,0.288,-95.886,11.719,76.416
0.453,-0.140,0.248,-92.468,16.846,84.412
0.435,-0.154,0.206,-88.379,22.766,89.905
0.391,-0.151,0.207,-83.313,22.278,93.140
0.326,-0.124,0.223,-78.125,15.991,93.750
0.201,-0.121,0.197,-73.120,5.676,92.346
0.205,-0.148,0.183,-68.909,2.075,85.754
0.166,-0.171,0.171,-64.270,-5.432,72.632
0.077,-0.135,0.158,-61.340,-11.902,58.777
0.088,-0.066,0.119,-60.669,-7.263,44.800
0.149,-0.012,0.073,-60.242,-3.906,30.090
0.193,0.063,0.058,-57.800,-3.967,20.020
0.261,0.153,0.023,-54.749,1.831,16.357
0.333,0.258,-0.010,-52.368,11.353,17.883
0.387,0.351,-0.035,-49.194,17.822,24.292
0.411,0.390,-0.054,-43.579,18.738,33.020
0.409,0.371,-0.032,-34.180,17.395,40.588
0.426,0.320,0.016,-24.597,19.226,46.387
0.450,0.272,0.062,-18.494,22.095,50.415
0.462,0.250,0.096,-15.076,20.813,52.307
0.441,0.270,0.111,-12.878,13.062,52.612
0.377,0.280,0.131,-10.681,2.808,51.941
0.377,0.266,0.125,-7.568,-3.784,48.889
0.337,0.268,0.142,-4.211,-9.460,43.884
0.273,0.265,0.139,-2.869,-13.672,37.598
0.234,0.287,0.127,-2.991,-12.085,31.982
0.221,0.307,0.099,-3.540,-3.967,25.635
0.259,0.324,0.069,-4.089,9.338,18.982
0.269,0.346,0.056,-6.104,21.606,14.709
0.264,0.370,0.051,-9.766,30.640,12.695
0.318,0.402,0.046,-12.207,39.490,10.315
0.388,0.423,0.049,-10.559,44.678,7.263
0.447,0.406,0.090,-5.615,42.175,4.700
0.484,0.393,0.127,-0.854,35.156,2.502
0.507,0.399,0.145,1.099,26.917,1.160
0.524,0.407,0.150,2.869,17.395,0.244
0.518,0.403,0.151,5.127,8.118,-0.305
0.501,0.392,0.150,6.836,0.793,-1.038
0.477,0.396,0.134,7.935,-3.967,-2.319
0.452,0.407,0.123,9.094,-6.226,-4.822
0.452,0.420,0.136,10.498,-5.371,-8.972
0.471,0.437,0.161,10.193,-0.366,-11.841
0.501,0.434,0.188,8.545,6.836,-12.756
0.523,0.435,0.177,6.531,12.756,-12.085
0.506,0.425,0.158,5.310,15.564,-11.230
0.507,0.419,0.136,5.005,17.578,-12.451
0.529,0.426,0.124,6.958,18.066,-16.052
0.536,0.425,0.111,10.376,15.442,-19.165
0.521,0.407,0.147,13.855,11.047,-20.935
0.539,0.419,0.149,15.198,11.292,-22.400
0.583,0.419,0.147,14.954,14.954,-23.621
0.615,0.418,0.145,16.052,16.418,-23.865
0.614,0.414,0.170,19.165,15.564,-24.536
0.620,0.417,0.198,22.095,15.564,-26.428
0.645,0.422,0.224,23.560,17.334,-28.259
0.679,0.430,0.254,23.865,19.470,-29.175
0.734,0.424,0.286,23.743,20.081,-28.442
0.789,0.417,0.317,23.010,17.395,-25.757
0.813,0.412,0.325,22.034,10.742,-21.729
0.796,0.385,0.307,20.874,0.671,-18.677
0.752,0.380,0.278,19.348,-6.775,-17.151
0.725,0.393,0.264,18.066,-9.583,-16.785
0.739,0.388,0.244,18.799,-10.071,-15.747
0.700,0.349,0.231,20.325,-11.658,-13.489
0.635,0.343,0.233,20.874,-13.794,-11.414
0.609,0.341,0.221,21.118,-13.550,-11.536
0.590,0.320,0.196,22.644,-12.634,-12.390
0.553,0.297,0.189,26.245,-13.428,-13.550
0.513,0.287,0.195,29.175,-15.869,-15.076
0.487,0.258,0.192,31.128,-16.541,-16.541
