aX,aY,aZ,gX,gY,gZ
-0.132,0.780,-1.090,18.250,20.691,4.456
-0.085,0.791,-0.963,28.564,36.133,4.089
-0.068,0.789,-0.845,39.856,42.786,2.991
-0.048,0.797,-0.736,49.988,43.091,1.709
-0.028,0.802,-0.635,57.739,40.222,0.549
0.008,0.813,-0.583,63.477,35.461,0.061
0.053,0.849,-0.570,68.054,26.611,0.244
0.070,0.868,-0.568,74.158,10.803,1.648
0.050,0.857,-0.594,81.848,-5.798,4.944
0.010,0.860,-0.641,88.074,-19.653,8.850
-0.052,0.857,-0.679,92.468,-30.640,12.207
-0.112,0.850,-0.707,97.290,-34.668,14.465
-0.148,0.838,-0.738,102.478,-29.724,15.015
-0.160,0.810,-0.727,108.032,-21.667,14.221
-0.139,0.771,-0.703,112.427,-10.925,12.817
-0.089,0.736,-0.699,115.723,0.183,11.841
-0.044,0.742,-0.688,119.019,6.409,11.230
-0.014,0.746,-0.685,124.329,9.827,11.414
0.012,0.739,-0.684,132.507,12.878,13.123
0.025,0.725,-0.664,142.517,13.611,16.174
0.037,0.688,-0.634,152.527,13.245,19.043
0.033,0.680,-0.608,162.292,11.841,22.583
0.011,0.646,-0.552,173.340,7.324,25.391
-0.017,0.596,-0.485,184.204,2.563,28.503
-0.040,0.556,-0.441,192.932,1.465,30.396
-0.068,0.548,-0.386,200.439,1.038,30.640
-0.130,0.498,-0.313,208.191,1.953,30.273
-0.100,0.460,-0.232,214.600,9.094,28.992
-0.058,0.450,-0.167,217.163,18.860,28.931
0.042,0.437,-0.112,218.872,23.621,28.931
0.107,0.426,-0.051,222.900,17.822,29.419
0.151,0.405,-0.002,231.140,3.662,30.029
0.151,0.364,0.049,244.568,-16.663,31.677
0.096,0.312,0.098,259.399,-37.109,34.973
0.021,0.251,0.141,271.362,-49.683,40.161
-0.070,0.211,0.190,279.236,-51.147,46.387
-0.125,0.175,0.229,283.691,-41.016,50.842
-0.211,0.136,0.331,289.612,-23.254,53.650
-0.302,0.052,0.543,295.166,0.610,55.481
-0.280,-0.084,0.805,291.748,34.363,57.129
-0.112,-0.188,1.025,278.992,65.491,57.312
-0.008,-0.307,1.232,260.071,80.078,55.969
-0.020,-0.324,1.330,236.938,80.933,56.885
-0.091,-0.274,1.362,213.562,76.538,57.129
-0.161,-0.236,1.342,196.716,75.134,51.025
-0.195,-0.183,1.293,184.570,80.139,40.955
-0.203,-0.119,1.262,176.270,86.304,30.273
-0.146,-0.058,1.200,172.424,93.933,20.020
-0.045,-0.008,1.136,172.546,98.022,11.902
-0.023,-0.012,1.093,180.298,94.849,7.324
-0.031,-0.067,1.105,194.458,88.989,4.028
-0.019,-0.125,1.143,206.726,85.999,2.441
-0.006,-0.214,1.204,212.830,88.135,1.526
0.010,-0.289,1.285,211.792,91.675,0.305
0.020,-0.333,1.386,204.773,98.267,-0.671
0.159,-0.361,1.523,190.918,105.835,-3.113
0.244,-0.278,1.560,165.710,99.548,-3.784
0.263,-0.209,1.483,134.399,86.914,2.686
0.225,-0.183,1.343,110.168,72.144,9.888
0.223,-0.176,1.192,96.558,60.608,11.353
0.244,-0.144,1.085,90.332,51.697,9.155
0.235,-0.144,1.027,93.567,45.471,8.179
0.211,-0.186,1.045,105.408,39.368,7.385
0.174,-0.216,1.111,118.652,32.410,6.226
0.142,-0.249,1.233,129.700,25.269,5.493

0.204,-0.538,2.042,88.440,31.433,-2.869
0.180,-0.504,1.965,57.434,24.231,-6.104
0.170,-0.430,1.788,25.757,21.973,-8.545
0.185,-0.325,1.589,1.831,22.583,-10.254
0.232,-0.232,1.411,-11.780,26.001,-10.620
0.297,-0.113,1.269,-16.113,26.489,-9.216
0.690,0.153,1.778,-2.380,12.207,-4.578
0.500,-0.278,1.649,23.437,-29.602,7.202
0.227,-0.416,1.528,15.442,-58.899,9.705
0.085,-0.230,1.362,-10.071,-52.246,3.967
0.075,-0.060,1.207,-30.762,-15.808,-1.953
0.137,0.026,1.097,-41.077,13.306,3.235
0.146,0.020,1.012,-42.053,23.682,10.803
0.128,0.005,0.922,-38.086,22.034,12.146
0.098,0.026,0.841,-32.471,13.733,8.789
0.083,0.052,0.794,-24.353,5.859,3.296
0.110,0.091,0.816,-14.404,1.770,-0.916
0.137,0.068,0.825,-5.859,-0.366,-0.854
0.123,0.003,0.837,1.343,-3.784,0.061
0.140,-0.031,0.888,6.531,-4.578,-1.770
0.224,-0.020,0.952,7.568,-2.075,-2.563
0.235,-0.024,1.026,6.958,-3.845,0.977
0.218,-0.070,1.128,7.568,-6.348,7.202
0.199,-0.143,1.237,6.165,-8.606,12.817
0.176,-0.191,1.298,1.404,-9.460,14.954
0.149,-0.188,1.323,-5.310,-11.780,14.282
0.138,-0.181,1.329,-12.085,-13.000,13.489
0.142,-0.190,1.326,-17.517,-12.695,13.062
0.153,-0.197,1.338,-20.996,-13.733,12.695
0.145,-0.202,1.376,-23.926,-17.151,12.146
0.155,-0.223,1.444,-27.222,-18.860,12.146
0.180,-0.252,1.534,-31.555,-20.142,12.817
0.181,-0.285,1.637,-38.818,-24.231,14.465
0.152,-0.317,1.741,-51.270,-27.039,17.151
0.141,-0.358,1.803,-67.993,-29.053,20.691
0.150,-0.385,1.849,-87.952,-31.250,22.766
0.203,-0.391,1.863,-107.056,-32.349,23.987
0.244,-0.358,1.858,-125.977,-37.415,24.414
0.219,-0.305,1.838,-141.724,-46.265,26.428
0.211,-0.279,1.820,-154.358,-56.274,28.137
0.187,-0.265,1.793,-167.114,-66.711,29.541
0.148,-0.267,1.740,-180.908,-76.416,30.090
0.108,-0.238,1.632,-194.763,-82.092,29.053
0.090,-0.194,1.491,-207.581,-87.036,26.245
0.058,-0.119,1.349,-216.614,-89.478,24.780
0.040,-0.025,1.238,-221.802,-88.318,24.658
-0.034,0.026,1.177,-222.717,-79.529,25.574
-0.128,0.041,1.138,-222.351,-61.462,28.015
-0.149,0.062,1.108,-222.412,-39.734,27.893
-0.182,0.067,1.154,-224.304,-21.729,23.926
-0.152,0.096,1.135,-226.074,-8.606,17.761
-0.126,0.102,1.051,-226.624,-5.066,10.254
-0.122,0.154,0.934,-227.295,-11.047,3.052
-0.121,0.201,0.817,-226.318,-20.325,-3.418
-0.060,0.219,0.697,-225.098,-26.306,-7.935
-0.040,0.277,0.603,-223.328,-28.198,-9.521
-0.045,0.316,0.536,-219.421,-27.039,-8.423
-0.024,0.328,0.454,-213.257,-24.231,-5.615
0.046,0.364,0.390,-207.031,-22.339,-3.418
0.141,0.393,0.359,-198.669,-21.606,-1.465
0.202,0.390,0.413,-188.416,-24.109,3.845
0.042,0.384,0.352,-181.274,-35.706,12.695
-0.070,0.348,0.333,-176.147,-43.152,13.977
-0.076,0.368,0.275,-173.584,-39.063,9.216
-0.073,0.410,0.278,-172.974,-33.813,5.859
-0.076,0.414,0.233,-172.791,-26.855,4.761
-0.107,0.430,0.200,-171.692,-23.193,3.723
-0.075,0.418,0.185,-171.082,-18.616,4.456
-0.069,0.430,0.133,-170.593,-13.916,3.174
-0.039,0.482,0.084,-168.701,-15.198,0.793
-0.030,0.530,0.068,-164.856,-25.696,-0.549
-0.056,0.543,0.057,-157.227,-35.828,-1.404
-0.060,0.541,0.038,-149.353,-41.077,-0.183
-0.129,0.548,0.026,-145.142,-42.786,2.869
-0.230,0.537,0.017,-142.578,-38.452,5.310
-0.307,0.520,-0.006,-140.991,-26.489,4.944
-0.330,0.521,-0.021,-142.029,-13.123,1.038
-0.303,0.522,-0.031,-143.372,-1.892,-3.723
-0.229,0.526,-0.056,-143.494,7.935,-8.301
-0.138,0.582,-0.083,-142.090,12.207,-12.085
-0.098,0.626,-0.094,-138.489,9.460,-13.062
-0.080,0.628,-0.109,-132.446,0.488,-12.268
-0.077,0.650,-0.191,-127.747,-11.475,-12.085
-0.054,0.671,-0.244,-123.413,-27.527,-13.306
-0.053,0.725,-0.292,-118.408,-40.405,-14.526
-0.056,0.773,-0.325,-111.694,-45.532,-14.648
-0.097,0.801,-0.368,-103.821,-45.715,-11.108
-0.146,0.774,-0.373,-96.985,-43.518,-6.958
-0.176,0.736,-0.378,-91.370,-35.767,-5.127
-0.212,0.699,-0.360,-88.928,-23.132,-6.775
-0.207,0.690,-0.409,-92.712,-6.409,-9.705
-0.151,0.734,-0.463,-98.389,9.827,-13.611
-0.012,0.805,-0.538,-100.403,22.461,-18.005
0.141,0.906,-0.629,-95.764,21.606,-20.142
0.156,0.960,-0.679,-83.069,2.869,-17.761
0.082,0.947,-0.737,-68.481,-18.921,-11.780
0.024,0.915,-0.829,-55.847,-32.166,-5.981
-0.027,0.907,-0.901,-44.861,-37.476,-3.052
-0.086,0.906,-0.927,-34.912,-36.682,-0.427
-0.134,0.891,-0.953,-26.794,-27.283,3.174
-0.181,0.883,-0.965,-20.081,-11.597,7.080
-0.224,0.869,-0.930,-14.526,6.042,10.925
-0.242,0.839,-0.895,-9.888,25.146,13.062
-0.246,0.821,-0.849,-5.432,37.842,11.536
-0.232,0.828,-0.810,-0.854,44.373,7.019
-0.186,0.856,-0.771,4.456,46.326,2.380
-0.134,0.880,-0.737,10.559,42.358,-0.854
-0.121,0.897,-0.711,19.287,31.189,-3.052
-0.132,0.897,-0.670,30.396,18.372,-4.150
-0.137,0.889,-0.629,40.344,9.827,-4.272
-0.133,0.886,-0.603,47.607,6.165,-2.930
-0.160,0.885,-0.599,53.711,3.357,-0.366
-0.192,0.882,-0.581,60.364,1.892,2.075
-0.209,0.878,-0.550,65.186,3.845,3.723
-0.222,0.845,-0.544,68.848,7.812,4.211
-0.222,0.819,-0.539,72.205,10.315,2.625
-0.219,0.811,-0.551,75.134,10.620,-0.366
-0.209,0.814,-0.574,78.064,10.803,-3.174
-0.195,0.820,-0.614,81.543,10.315,-5.493

0.333,0.281,1.687,60.364,-26.978,30.640
-0.104,-0.039,1.597,59.814,-65.063,42.419
-0.311,-0.004,1.558,34.302,-64.148,35.400
-0.249,0.133,1.453,5.066,-25.085,20.020
-0.181,0.211,1.359,-14.404,5.859,12.085
-0.149,0.198,1.261,-21.423,15.137,10.315
-0.143,0.178,1.144,-23.254,17.273,7.202
-0.117,0.182,1.063,-23.315,19.653,3.174
-0.056,0.220,1.063,-22.339,26.978,0.488
0.072,0.299,1.164,-21.240,36.682,0.549
0.260,0.382,1.420,-17.456,36.377,6.104
0.334,0.271,1.655,-9.521,15.015,16.724
0.236,0.122,1.838,-6.348,-17.883,25.085
0.094,0.089,2.006,-14.954,-40.771,26.917
0.003,0.107,2.169,-31.189,-45.471,26.245
0.001,0.083,2.261,-51.941,-38.635,25.879
0.058,0.073,2.279,-74.036,-34.241,24.048
0.075,0.086,2.229,-93.079,-40.588,19.653
0.025,0.093,2.135,-107.422,-53.040,15.015
-0.055,0.108,2.015,-120.239,-61.401,11.169
-0.071,0.117,1.911,-133.179,-62.927,7.812
-0.055,0.111,1.881,-144.958,-59.204,5.859
-0.024,0.098,1.877,-156.433,-48.950,6.165
0.029,0.087,1.886,-169.067,-37.415,7.629
0.091,0.095,1.848,-181.396,-32.898,10.498
0.088,0.119,1.813,-187.744,-39.734,13.367
0.054,0.108,1.792,-190.613,-54.260,15.015
0.012,0.034,1.816,-193.848,-69.702,14.465
-0.053,-0.067,1.759,-200.439,-75.867,10.193
-0.077,-0.104,1.633,-212.097,-75.073,0.122
-0.130,-0.126,1.448,-227.661,-73.181,-10.864
-0.140,-0.138,1.243,-242.187,-71.228,-21.545
-0.076,-0.128,0.996,-253.601,-63.477,-29.663
-0.007,-0.057,0.765,-261.597,-49.500,-34.058
0.022,-0.010,0.644,-264.587,-34.180,-33.081
0.047,-0.013,0.563,-263.611,-19.348,-26.550
0.088,-0.049,0.471,-260.742,-8.057,-19.714
0.092,-0.049,0.348,-258.179,-6.470,-17.395
0.080,-0.033,0.254,-256.226,-14.648,-19.470
0.048,-0.007,0.155,-253.967,-28.748,-20.752
0.007,-0.014,0.025,-250.671,-43.701,-20.325
0.076,-0.022,-0.073,-246.155,-52.551,-21.057
-0.014,-0.012,-0.143,-240.540,-62.134,-22.766
-0.096,0.036,-0.203,-234.863,-63.293,-25.024
-0.162,0.063,-0.276,-231.873,-50.537,-25.208
-0.152,0.119,-0.379,-226.929,-29.236,-25.146
-0.091,0.151,-0.422,-219.055,-13.245,-24.048
-0.004,0.192,-0.448,-209.900,-6.042,-21.973
0.064,0.277,-0.492,-200.684,-8.179,-19.531
0.041,0.359,-0.507,-188.721,-20.569,-16.541
-0.019,0.384,-0.524,-172.607,-37.415,-13.611
-0.087,0.405,-0.573,-155.396,-50.232,-11.475
-0.169,0.412,-0.624,-141.235,-55.237,-12.756
-0.182,0.408,-0.658,-131.775,-51.514,-17.212
-0.179,0.416,-0.686,-126.404,-41.687,-22.522
-0.170,0.430,-0.730,-123.047,-29.602,-26.611
-0.138,0.466,-0.790,-121.826,-16.907,-28.564
-0.096,0.534,-0.864,-121.277,-3.540,-28.564
-0.008,0.654,-0.952,-117.737,8.545,-27.649
0.034,0.742,-0.990,-109.558,12.146,-24.048
0.088,0.782,-1.025,-96.680,8.911,-17.151
0.079,0.772,-1.070,-79.041,-1.953,-10.132
0.021,0.760,-1.094,-60.181,-21.240,-6.897
-0.048,0.758,-1.157,-43.030,-35.095,-6.348
-0.115,0.774,-1.225,-28.137,-37.170,-7.446
-0.172,0.797,-1.245,-15.381,-26.672,-8.728
-0.173,0.801,-1.244,-4.272,-4.761,-9.583
-0.130,0.805,-1.220,5.737,21.851,-9.277
-0.085,0.797,-1.163,15.991,43.396,-7.812
0.028,0.781,-1.103,27.405,58.289,-6.165
0.130,0.786,-1.050,38.147,60.425,-4.944
0.147,0.805,-1.022,49.255,44.922,-3.845
0.099,0.835,-0.970,62.073,20.569,-1.587
0.054,0.832,-0.918,75.867,0.244,2.991
-0.028,0.828,-0.860,88.379,-12.329,8.423
-0.120,0.807,-0.813,98.755,-16.907,12.146
-0.175,0.791,-0.761,107.483,-14.587,14.160
-0.223,0.760,-0.706,114.136,-6.958,14.771
-0.263,0.737,-0.654,119.080,5.005,14.587
-0.256,0.728,-0.596,122.009,21.606,12.939
-0.211,0.711,-0.548,124.268,37.842,9.766
-0.168,0.700,-0.506,127.197,49.438,6.470
-0.119,0.701,-0.468,131.531,55.298,3.723
-0.074,0.686,-0.439,137.451,56.641,2.625
-0.020,0.678,-0.396,143.372,53.406,2.563
0.054,0.656,-0.362,148.010,45.349,4.456
0.062,0.620,-0.307,152.039,28.137,8.545
0.009,0.612,-0.302,157.593,10.071,12.817
-0.040,0.630,-0.281,164.368,1.160,16.907
-0.089,0.649,-0.233,169.189,2.747,20.874
-0.087,0.588,-0.156,176.270,9.583,22.461
-0.100,0.524,-0.022,185.608,12.024,21.790
-0.102,0.467,0.085,189.758,14.587,21.606
-0.059,0.455,0.157,189.514,16.907,20.020
-0.090,0.456,0.240,189.026,13.855,16.663
-0.158,0.410,0.335,190.979,7.446,13.672
-0.199,0.341,0.364,190.063,6.042,10.071
-0.169,0.308,0.355,184.082,11.475,3.845
-0.059,0.375,0.327,177.246,21.790,-2.319
0.059,0.431,0.354,175.537,32.104,-3.845
0.070,0.446,0.420,179.443,38.513,1.709
0.137,0.414,0.472,184.021,41.077,8.972
0.159,0.419,0.573,189.514,34.241,14.587
0.075,0.387,0.697,196.899,21.912,19.287
-0.055,0.282,0.811,203.064,11.841,21.423
-0.122,0.195,0.902,202.576,7.568,19.714
-0.134,0.153,0.957,194.519,9.460,11.597
-0.041,0.150,0.982,183.838,15.259,0.671
0.115,0.196,1.000,174.500,20.874,-4.395
0.195,0.287,1.033,166.931,22.034,-1.404
0.144,0.328,1.070,164.062,21.790,9.338
0.044,0.281,1.134,167.053,20.447,20.020
-0.027,0.216,1.199,169.006,19.958,25.024
-0.082,0.201,1.218,165.955,22.583,24.048
-0.115,0.200,1.204,160.950,27.588,20.386
-0.114,0.198,1.170,155.884,34.790,17.273
0.010,0.223,1.137,150.818,42.969,14.160
0.030,0.235,1.114,150.085,49.744,12.085
0.090,0.200,1.106,157.349,53.223,10.376

0.288,-0.170,2.079,-69.702,-42.786,25.818
0.235,-0.191,2.126,-80.811,-52.612,23.254
0.212,-0.225,2.114,-94.116,-60.181,19.470
0.224,-0.228,2.085,-107.849,-67.261,13.977
0.244,-0.212,2.072,-118.958,-76.477,7.629
0.250,-0.199,2.067,-127.686,-86.304,2.991
0.220,-0.206,2.082,-137.207,-95.581,2.441
0.178,-0.240,2.060,-148.926,-103.638,3.601
0.149,-0.245,1.980,-164.368,-111.145,3.357
0.103,-0.203,1.910,-179.138,-117.859,0.977
0.035,-0.187,1.827,-191.956,-120.544,-1.648
0.018,-0.183,1.735,-205.139,-115.845,-4.089
0.001,-0.163,1.632,-218.994,-110.107,-6.714
0.001,-0.142,1.516,-230.225,-106.323,-11.597
0.037,-0.137,1.417,-236.938,-106.995,-17.883
0.042,-0.124,1.307,-241.089,-107.849,-21.912
0.011,-0.116,1.213,-244.934,-109.436,-24.719
-0.045,-0.130,1.092,-250.793,-108.521,-27.588
-0.048,-0.139,0.902,-258.118,-101.746,-33.264
-0.044,-0.091,0.714,-264.465,-93.628,-40.100
-0.003,-0.021,0.557,-267.822,-83.984,-45.105
0.065,0.029,0.414,-267.334,-73.608,-46.631
0.088,0.038,0.311,-262.512,-69.458,-44.250
0.031,0.041,0.243,-254.639,-67.139,-40.466
-0.030,0.037,0.179,-248.535,-61.340,-38.452
-0.017,0.020,0.131,-245.972,-51.575,-37.964
0.038,0.035,0.074,-245.911,-41.748,-38.330
0.129,0.069,0.030,-246.582,-34.485,-38.025
0.186,0.150,-0.101,-245.544,-30.701,-35.950
0.166,0.206,-0.167,-239.197,-38.086,-32.776
0.144,0.230,-0.219,-231.018,-45.532,-26.550
0.090,0.254,-0.290,-223.083,-45.959,-21.790
0.037,0.276,-0.329,-213.440,-45.410,-20.752
0.013,0.289,-0.319,-205.322,-44.495,-20.996
-0.033,0.282,-0.332,-198.608,-40.527,-21.851
-0.088,0.270,-0.361,-193.298,-36.804,-23.010
-0.120,0.301,-0.396,-190.308,-30.273,-23.682
-0.136,0.349,-0.462,-188.660,-19.714,-24.780
-0.061,0.418,-0.563,-185.913,-8.545,-26.611
0.023,0.500,-0.645,-178.345,-6.958,-27.588
0.055,0.548,-0.638,-163.330,-16.846,-26.917
0.037,0.584,-0.638,-146.545,-28.076,-22.583
-0.008,0.598,-0.666,-133.240,-35.156,-16.541
-0.075,0.610,-0.687,-124.207,-36.194,-10.803
-0.174,0.620,-0.703,-116.943,-32.410,-7.263
-0.229,0.591,-0.737,-110.168,-23.315,-6.897
-0.274,0.571,-0.761,-104.126,-12.207,-10.498
-0.235,0.604,-0.796,-99.915,0.732,-17.334
-0.128,0.661,-0.852,-95.825,14.648,-24.109
-0.034,0.737,-0.899,-88.257,20.630,-27.771
0.042,0.785,-0.922,-75.317,17.822,-27.893
0.063,0.792,-0.949,-59.692,8.545,-25.085
0.043,0.796,-0.978,-45.532,-5.127,-21.973
0.013,0.808,-0.976,-32.532,-16.968,-19.775
-0.007,0.833,-0.954,-21.362,-20.264,-17.517
-0.031,0.871,-0.931,-13.123,-15.015,-14.160
-0.046,0.891,-0.879,-5.127,-6.165,-9.705
-0.053,0.898,-0.824,2.319,6.042,-5.188
-0.036,0.907,-0.768,9.155,18.250,-2.441
-0.002,0.906,-0.714,16.235,27.283,-0.549
0.028,0.915,-0.659,23.193,31.494,0.671
0.034,0.919,-0.634,30.151,29.358,1.587
0.012,0.916,-0.587,36.499,22.583,2.319
0.001,0.918,-0.563,40.894,18.127,2.869
-0.013,0.929,-0.572,44.250,15.808,2.808
-0.037,0.939,-0.588,48.401,12.512,3.540
-0.072,0.926,-0.602,53.162,10.193,5.249
-0.082,0.909,-0.611,56.885,10.193,7.141
-0.073,0.895,-0.609,59.692,9.521,8.606
-0.070,0.897,-0.632,63.354,9.399,9.521
-0.045,0.904,-0.657,68.420,9.277,10.193
-0.036,0.897,-0.664,73.425,7.568,12.695
-0.037,0.876,-0.662,79.285,6.653,15.930
-0.025,0.859,-0.660,86.121,8.484,18.005
-0.055,0.842,-0.628,93.567,8.301,19.775
-0.087,0.803,-0.590,101.074,8.179,20.935
-0.108,0.769,-0.550,107.605,10.193,19.836
-0.091,0.753,-0.515,113.037,13.611,17.822
-0.076,0.753,-0.492,118.652,16.296,16.724
-0.085,0.750,-0.455,125.061,18.616,17.334
-0.092,0.733,-0.436,130.493,22.827,19.348
-0.106,0.720,-0.394,135.620,25.330,20.874
-0.126,0.704,-0.343,140.808,27.283,20.752
-0.123,0.701,-0.299,145.081,31.616,19.836
-0.085,0.700,-0.253,148.437,35.339,19.165
-0.026,0.694,-0.223,152.832,36.377,19.165
0.020,0.667,-0.172,158.752,31.250,21.240
0.027,0.657,-0.125,163.879,22.400,25.269
-0.005,0.627,-0.089,170.959,14.832,29.602
-0.045,0.607,-0.036,178.345,9.460,32.776
-0.104,0.583,0.024,184.082,4.944,33.752
-0.168,0.553,0.087,189.453,3.052,33.142
-0.201,0.522,0.158,192.871,6.592,31.433
-0.195,0.498,0.260,192.932,16.418,28.992
-0.165,0.476,0.327,189.209,30.090,27.649
-0.135,0.464,0.382,183.777,42.053,26.001
-0.129,0.435,0.430,178.467,48.645,24.109
-0.115,0.423,0.473,175.598,50.659,22.888
-0.074,0.419,0.486,172.729,50.964,21.240
-0.053,0.418,0.485,169.373,49.561,19.226
-0.016,0.410,0.491,168.335,45.410,16.357
0.044,0.412,0.500,169.861,37.903,13.672
0.062,0.438,0.512,174.377,27.100,13.977
0.009,0.424,0.599,182.190,17.090,17.761
-0.046,0.380,0.705,188.599,16.113,23.743
-0.044,0.312,0.791,191.345,23.315,28.809
-0.089,0.230,0.918,189.941,30.151,31.494
-0.119,0.144,1.028,184.753,36.804,31.128
-0.150,0.101,1.107,175.659,46.509,29.297
-0.129,0.114,1.162,161.743,58.105,24.841
-0.114,0.167,1.183,144.836,67.566,18.921
-0.122,0.202,1.192,132.141,71.716,12.268
-0.114,0.226,1.166,125.610,70.679,5.676
-0.068,0.253,1.119,123.169,66.772,-0.488
-0.019,0.282,1.068,123.901,61.218,-5.676
-0.035,0.267,1.068,129.578,52.917,-8.850
0.043,0.252,1.115,135.437,46.814,-8.484
-0.056,0.232,1.167,135.742,46.631,-5.554
0.015,0.206,1.145,132.385,62.866,-5.188

0.049,-0.964,1.439,285.095,211.609,18.188
0.433,-0.924,1.484,263.977,329.407,65.247
0.344,-0.842,1.601,229.126,181.274,80.383
0.209,-0.761,1.370,188.538,95.947,78.369
0.137,-0.721,1.185,132.812,26.550,58.533
0.067,-0.654,1.047,65.125,6.592,53.589
0.013,-0.558,0.955,-0.366,6.104,73.792
0.030,-0.450,0.848,-51.514,21.240,100.159
0.112,-0.404,0.811,-84.290,44.189,118.713
0.271,-0.458,0.780,-105.835,72.083,118.164
0.214,-0.540,0.799,-117.004,101.440,116.699
-0.101,-0.665,0.854,-113.770,111.755,105.530
-0.142,-0.646,0.863,-87.280,121.887,78.552
-0.173,-0.586,0.818,-59.387,138.123,62.866
-0.209,-0.534,0.808,-42.542,130.127,46.814
-0.185,-0.459,0.721,-30.640,112.976,27.771
-0.099,-0.447,0.689,-20.264,95.825,17.883
-0.006,-0.457,0.705,-10.681,72.632,3.723
0.022,-0.356,0.673,-1.770,44.067,-9.644
0.082,-0.221,0.670,5.310,11.230,-24.597
0.393,-0.620,1.312,11.475,-9.216,-46.387
0.364,-0.573,1.138,-25.391,-43.823,-52.063
0.092,-0.301,0.716,-33.813,-32.715,-47.791
0.106,-0.303,0.681,-38.696,-50.842,-40.222
0.089,-0.233,0.814,-60.059,-86.853,-26.672
0.153,-0.294,0.696,-89.355,-83.740,-11.353
0.096,-0.369,0.685,-109.558,-98.328,-3.174
0.084,-0.564,1.255,-142.273,-92.651,1.343
0.191,-0.409,1.318,-171.204,8.057,15.259
0.212,-0.275,1.185,-125.366,43.823,9.705
0.288,-0.172,1.047,-60.791,42.297,-5.615
0.326,-0.201,0.966,-15.869,26.611,-21.118
0.190,-0.226,0.892,13.733,8.118,-40.649
0.117,-0.253,0.942,31.189,1.526,-50.537
0.029,-0.259,0.856,30.029,3.601,-53.711
-0.004,-0.262,0.900,18.982,13.733,-49.316
0.048,-0.189,0.934,-0.793,23.743,-37.292
0.062,-0.198,0.914,-18.799,34.973,-26.855
0.109,-0.217,0.911,-33.081,42.847,-14.954
0.176,-0.214,0.885,-44.678,45.349,-11.536
0.210,-0.221,0.910,-49.744,44.250,-10.376
0.218,-0.269,0.949,-51.270,47.974,-7.446
0.180,-0.258,0.945,-46.997,53.345,-6.592
0.131,-0.231,0.905,-39.307,49.500,-12.024
0.127,-0.210,0.952,-32.471,39.429,-21.118
0.039,-0.199,0.981,-25.940,28.076,-29.358
0.019,-0.195,1.001,-23.376,28.320,-39.368
0.075,-0.242,0.955,-31.250,44.800,-56.702
0.157,-0.225,0.898,-43.396,60.974,-73.303
0.179,-0.232,0.802,-55.725,69.458,-81.177
0.114,-0.229,0.703,-63.782,52.246,-74.280
0.204,-0.267,0.758,-74.890,24.597,-60.120
0.320,-0.159,1.056,-87.585,8.789,-41.931
0.269,0.019,1.075,-78.613,9.460,-22.644
0.102,-0.031,0.971,-40.161,-4.944,-7.446
0.117,-0.191,0.861,-10.132,-32.166,6.287
0.134,-0.275,0.851,-5.493,-57.068,36.133
0.097,-0.158,0.837,-17.822,-66.223,60.669
-0.023,-0.073,0.860,-33.997,-75.867,64.575
0.013,-0.133,0.947,-52.551,-77.515,58.655
0.147,-0.070,0.936,-67.261,-68.848,53.223
0.155,-0.089,1.097,-72.876,-59.387,53.467
0.175,-0.025,1.118,-65.186,-43.884,42.847
0.261,-0.080,1.027,-38.757,-32.166,27.588
0.159,-0.152,0.900,-12.878,-41.077,22.461
0.162,-0.179,0.814,-9.949,-46.631,20.020
0.250,-0.084,0.952,-27.100,-50.903,22.400
0.183,0.130,1.168,-35.339,-42.908,25.208
0.143,0.080,1.081,-12.207,-33.142,14.709
0.102,-0.082,0.926,11.475,-35.461,2.930
0.077,-0.092,0.938,12.329,-40.894,1.343
0.069,-0.104,0.992,6.165,-41.321,2.686
0.050,-0.042,0.981,3.723,-32.288,2.747
0.029,0.016,0.932,1.709,-25.146,0.671
-0.039,-0.043,0.869,-5.920,-22.339,0.122
-0.011,-0.105,0.853,-21.057,-23.560,-2.869
-0.058,-0.097,0.693,-43.518,-21.973,-4.700
0.967,0.063,1.600,-81.055,-31.616,-8.362
-0.118,-0.176,3.429,-78.857,-176.086,-23.865
-0.396,0.105,0.229,-35.461,-159.424,-15.625
-0.279,-0.028,0.246,3.357,-12.390,-13.062
-0.020,-0.147,0.864,28.687,63.232,-13.794
0.348,0.118,1.819,22.400,35.095,-0.854
0.087,0.040,1.452,-16.785,-20.813,8.606
-0.029,0.002,1.229,-13.062,-22.949,12.756
-0.046,0.027,0.779,2.686,3.967,10.742
0.055,-0.009,0.950,1.831,1.648,10.986
0.052,-0.030,0.896,2.380,2.014,18.127
0.048,-0.007,0.951,2.319,2.930,26.367
0.006,-0.055,0.975,2.380,4.578,35.706
-0.026,-0.034,1.034,2.869,3.662,38.147
-0.050,-0.009,0.927,1.953,2.869,34.790
-0.062,0.037,0.991,2.136,2.441,32.104
-0.153,0.053,0.901,2.686,2.991,31.189
-0.069,-0.020,1.026,2.136,2.747,24.536
0.010,-0.028,0.969,2.258,2.808,20.508
-0.023,-0.023,0.931,3.052,3.113,21.240
-0.050,-0.027,0.931,2.502,2.808,23.437
-0.009,-0.017,1.000,2.075,2.686,22.949
-0.057,0.001,1.022,2.686,3.235,23.437
-0.039,-0.007,0.977,2.258,3.174,22.583
-0.027,-0.002,1.000,2.869,3.357,22.766
-0.010,-0.013,0.974,2.380,2.625,22.217
