aX,aY,aZ,gX,gY,gZ
-0.040,0.012,0.955,2.136,1.404,22.827
-0.124,0.010,1.020,2.930,2.686,22.522
-0.050,0.024,0.950,2.197,3.174,17.212
-0.028,-0.000,0.997,2.747,3.174,13.489
-0.071,0.019,0.949,2.319,2.319,13.000
-0.038,0.005,0.977,2.686,2.930,10.315
-0.032,0.000,0.967,2.991,3.235,8.789
-0.014,-0.006,0.974,2.869,3.052,8.789
-0.005,-0.009,0.969,2.625,2.869,9.583
-0.010,-0.007,0.966,2.441,2.686,11.169
-0.010,-0.011,0.986,2.563,2.441,12.878
-0.001,-0.010,0.964,2.869,2.869,14.954
-0.081,0.027,0.944,2.747,2.808,16.174
-0.032,0.004,0.986,2.502,3.174,14.160
-0.001,-0.012,0.963,2.686,3.052,12.634
-0.022,-0.002,0.981,3.052,2.991,14.160
